mtime,BL,BM,BQ,BU,CO,DS,DW,EP,F,FQ,FT,GP,HI,HL,HP,HY,IO,IP,J,JO,K,KL,LU,NO,NQ,NR,NS,OQ,OY,PQ,QT,QU,RS,SZ,XY
2021-11-02T15:40,3511060,4442315,3154417,3403686,3640937,1513398,4038589,3975072,3814687,2536567,3496541,3112065,3666244,3559966,2812229,2353939,4233541,3495390,2510222,3423333,3993544,5628601,2993132,3985745,3662427,4240244,2832334,3597721,4892390,3914788,2950331,3238387,2774912,4649579,5345028
2021-11-02T15:45,3734035,5073827,4743644,2888773,2964002,2522494,2453045,3478683,3562565,2934839,4087888,4216414,3858377,5114087,2641806,3290761,3531763,3085205,5488534,3728372,4085029,3593163,2974720,2800376,3252010,4380182,2838231,4304017,3432142,3421617,1865091,4139219,3338845,3941669,4715981
2021-11-02T15:50,4533668,3184327,3815866,2545555,3388225,3437700,2929664,2115190,2965155,3569883,3294371,2454829,2152287,3245091,3064526,2051712,3016810,2537895,3369462,3329358,3164296,3019637,3153106,3227244,3525795,4315978,4484965,2838791,3665632,3785573,4303791,2806746,4134435,3099792,5500064
2021-11-02T15:55,4238992,3612931,3464243,3072431,4129291,3737269,3872393,3635667,3675176,4841349,4668622,3063364,2980188,3351881,3537992,2251267,4267508,2906412,3130075,3302746,4114971,3797365,2520346,5189623,3913133,3733828,2458869,3139555,4143594,3663515,2960008,3867335,2581036,3320408,4553191
2021-11-02T16:00,5100527,3302849,4890327,3723022,3739792,4041441,3100362,3093885,3277131,3748359,3961127,3340631,3097226,2845238,3126676,3742401,4186759,4022443,4012488,3544228,4960466,3725289,3591660,3964933,3294641,4239716,3181991,3691769,4650611,2864521,4845396,2697300,2465385,3645768,6577822
2021-11-02T16:05,3120802,4595931,4230231,2884860,4306124,3517321,2912400,3763015,2433401,3932106,3570978,3642354,3780540,2428087,3658478,2437383,3657365,3221388,3283350,3084198,3354905,4708081,3354489,3053385,4720845,3439990,1754872,3522551,4294112,3614106,3327149,3433418,3355967,3881212,5100118
2021-11-02T16:10,3172234,4642684,4116604,3765981,4352658,2676091,3580021,2927297,4667418,2941140,3921057,3064098,4443919,2935571,2854941,2972979,3261509,3080009,4127044,4424042,3026856,2953235,3075477,4485280,3169544,2792908,3886375,4395433,4705409,3301816,3268864,3630878,2538704,3911405,3607135
2021-11-02T16:15,4489527,4208850,3610648,2272979,3349534,3951404,2836981,3423992,2934953,2846747,3676502,4369105,3541997,3872714,2625902,2710639,3388107,3166161,5148458,2569223,4654845,2699669,3704901,3914766,3642322,4480441,2543204,4071640,4264428,3995668,4075181,4175251,3393956,2698696,4639801
2021-11-02T16:20,4068053,3219501,4143587,2948484,3968364,2425924,4251985,2850395,3473209,2764889,3761849,4415365,3373585,4356779,2912924,3260885,3040248,4754676,3563009,2940072,3250924,3547927,3795228,3270682,3322202,3358552,3070920,4136941,3712809,2577213,4660451,3312768,3546116,2911095,4072010
2021-11-02T16:25,3191240,4116203,4737472,2404249,2614981,3833200,3463400,3059541,3769560,2651668,5155632,2255705,1909147,3839920,2526787,3914088,2950279,3658458,3504980,2406703,3429834,3588953,4960471,4740197,4000814,5191067,2459535,3616693,3026835,4006734,4004563,3281691,4934291,5252895,2871691
2021-11-02T16:30,4484342,3540081,4647944,3549846,3354370,2962441,3142903,2792755,2677246,3929540,3392756,3896835,3371172,3181966,2826875,2862751,3919498,4392452,4575107,2304847,5288096,4190760,4285345,4159559,2822836,2517133,3701286,3774725,3168782,2742945,4323979,3383624,3156710,3168345,3364846
2021-11-02T16:35,4251266,3373567,4686206,3012240,3519123,3877214,2487582,2836304,3213418,3477722,3783048,3384429,3403552,3075590,2620302,4551196,3150639,4930069,2360598,4020511,4057650,2681716,3077801,3884046,3398038,6022092,4702215,3720894,4038360,3230389,2642661,3867984,2868273,3537117,5072271
2021-11-02T16:40,4317772,3838992,3986505,2544047,5230172,2766764,2807795,3218341,3763635,3149650,2418777,2602394,3504792,3301218,3756401,3254760,3306686,4219179,4990390,3785690,5541470,2466025,2966371,5964849,3167000,4826328,2810175,4258791,3470690,2997877,3969363,3050589,4283118,3639308,4682121
2021-11-02T16:45,4575978,4187017,3445559,2227396,4808337,3401102,3804039,4365616,2862585,3025790,3644093,3326118,3244434,3232884,3652002,3219026,3708737,4368151,2843559,3120170,4332769,2325450,3357097,4174924,3513721,4075948,4143509,4879548,4667324,1538820,3636467,4180929,3285468,2633424,4790531
2021-11-02T16:50,4125222,4387750,4399657,2859879,4295404,4307224,2882145,2287861,3714624,2565144,3639990,3751620,3768146,3590250,1354794,2912154,3060364,2079331,3167364,3409370,4504326,3140188,4249378,4260987,4234442,4274368,2196884,4547971,3604968,2525411,5023261,3796504,2008909,3632327,5482815
2021-11-02T16:55,3951236,4448388,4300034,3778420,3419188,3761857,2872534,2253354,3821157,4445760,3509835,2572452,2235147,3503109,3293228,3940740,3153182,3186815,2730544,4351726,3049071,3637521,3551198,4214276,4823748,4581412,4158393,4525686,3548882,3992890,2613354,3777992,3884095,4061571,5392429
2021-11-02T17:00,2888076,3696636,5041312,3153006,3016711,3725900,3994865,2472288,3329494,3106587,4487705,2944243,2579355,3515158,2711909,3639904,3777751,3385334,3300822,4087076,5665099,3941989,4816770,4201286,4141013,4816902,3761272,1821144,4405162,3707714,3599897,3304178,3522943,2889079,3843291
2021-11-02T17:05,4386495,4654828,2924173,2541533,2919165,2538095,3202637,3233448,2892908,3340879,4118594,3100976,3671999,3551198,3258633,2770568,4276812,5018972,4568054,2488153,3324680,3093351,4182927,2476284,2682190,3435323,3939992,4070582,4171007,4020505,4928074,3156348,2249862,3983416,4218703
2021-11-02T17:10,4081314,4383529,3261656,4657865,3527345,2527593,3004549,3761086,3010941,2991063,3247470,3120344,3872030,4259498,2913570,3442187,3065534,4836071,3167098,2624455,3002594,2357092,4016792,1962528,3261481,4851376,3009818,2809595,3074937,3705174,3074330,2754618,3434916,3571544,3677825
2021-11-02T17:15,3955114,4701646,4515435,2869468,4286350,3819825,3753880,3780865,2651484,4782158,3143903,4632878,3376336,2916130,2643059,3104152,3479288,3943512,3984052,3303271,4558006,2622661,2687733,3463771,4690320,3936968,3417648,2933093,3794589,3089037,3419743,3020994,2781885,3227419,5133683
2021-11-02T17:20,3265544,4931571,3077522,3241382,3381882,2971152,2879626,2906483,3030730,3009488,2685906,4141345,3259707,4384333,2898275,2314674,5118296,3400245,4411048,2319858,3664567,2789316,4489672,2839943,2491468,3151976,3182868,3663390,5079749,3573888,2505758,4433226,3498299,3880474,4096049
2021-11-02T17:25,2456354,3310020,5714674,3225027,4720665,3152334,3227790,3742629,3561889,3761168,3984585,3651027,4680995,3497451,3434307,3491089,3375155,5959313,4506612,5312223,4606169,3685995,3113429,3803852,2657163,4427177,5585907,3990551,4334776,2815950,2977854,2931646,3167903,3432224,6207274
2021-11-02T17:30,3505906,3939759,3707565,2774646,2645162,3417737,4188444,3869305,3487830,2386227,4218462,3759768,3781379,3215251,1454619,2160004,2468621,3443265,5008702,2540042,5768439,3036051,4549972,3612880,3297072,3130033,3012946,3680523,4677162,3542759,3472270,2403532,3160728,2615616,5349998
2021-11-02T17:35,3384313,3517479,3434770,4008475,3728347,2749270,3376233,3154051,3175843,3953381,4187609,2090488,3756268,3157012,3410950,3898377,2492991,4138240,4959710,4014726,3915928,3163322,3823127,4560057,2846905,4895203,3437159,6136664,3446705,3427333,2751718,3155493,2732321,3942661,4504694
2021-11-02T17:40,3038717,4643509,3806592,3063425,3783285,2168519,3711727,2416250,2632516,2534365,5000528,3942873,3953866,2174358,2665682,3084623,2073104,3443193,4049332,3251115,4672891,3299277,2826508,5529444,3342341,3828275,4137762,2662338,3672250,3557815,3845684,3596816,4598358,3382392,4323270
2021-11-02T17:45,4473269,3166363,3770497,2592620,4030060,1970497,3134658,3123952,3891246,3119577,3584042,3293859,3384292,3413962,2735882,2847476,4666399,3503445,4464029,2660989,3346167,5088772,4455176,3206744,4060539,4426210,2430473,2917150,3986228,3069412,3755143,3055110,3621115,2433573,2813364
2021-11-02T17:50,4020289,4958879,2073786,3574938,3612194,3427595,1827904,2811392,2293607,2452978,4368576,2518078,1924128,4873145,3564621,2999463,2838580,2789462,4376657,4264273,3884963,3899710,3840551,4297807,3768085,4494945,3557198,3781219,4387617,3255577,3269874,3429304,3192411,4001292,5216825
2021-11-02T17:55,4367278,2656665,5055811,3937666,5135995,2533058,3514132,3050684,2242497,2952069,4114966,2707479,3439280,2497266,2359198,3761585,3841284,4713278,3376088,3658981,4217114,3398430,3091163,4801967,2959036,2360587,3279229,3628898,3301854,3708033,4775690,2575815,1831139,4774080,3931746
2021-11-02T18:00,2291862,3457424,3908241,4128339,2469354,5479632,4582873,4857289,2436571,3100435,3442189,4101904,2555908,2846780,3869687,3043624,3402330,4519504,4134102,3481263,2543429,3683658,2388619,4975206,2712621,5627042,2772923,4210196,3108693,3307935,4284033,3031238,2127888,3601157,4360049
2021-11-02T18:05,3608447,4076906,4255577,3232014,3057659,2112194,3859650,2814124,2764743,2896291,3881605,3851683,5076553,4543143,2730953,2798386,4967471,2736053,5220493,3324795,3709846,3748481,3547256,4173404,4382005,3560862,2263149,4056660,3869257,4809341,4082159,3587300,5004986,4015853,3853095
2021-11-02T18:10,4151622,3828719,6206541,3893537,4199613,2374039,3515512,2750342,2285680,3972345,5438305,2896720,3457158,3586631,2731092,3127713,2599176,3598433,4371630,3548835,3235541,3675974,3802188,3483053,2178599,4286057,2997983,2571295,4941941,4071900,3305793,2812897,2344563,4029682,5054899
2021-11-02T18:15,3955170,4383266,4321604,3774831,3669097,2771822,3375703,3366329,3518007,4872904,3214593,5067585,2306815,3824405,3173086,3678076,3039048,3508601,3009968,4190347,5431571,2992093,3203055,3314687,3748585,3547148,2857848,4133273,4495622,3878845,3823870,5174485,3743651,4438932,4546292
2021-11-02T18:20,2877663,3802632,4148930,2138857,3255260,2171065,4009443,4433338,2910431,5118969,2067696,2556521,3056587,3287978,1461185,4524751,3446600,4086554,2749984,4480167,4161369,5320569,3264781,5200676,3234140,4663378,3194271,5565750,2411053,3970638,2835925,3923375,3368319,3841402,4006107
2021-11-02T18:25,3267362,5367813,4753655,2375297,3964222,3976120,2303939,3653571,3641517,2390280,3743803,3347431,2658552,3806074,3567282,2998729,3753558,3408409,4540534,3276724,4103978,3522960,4056113,3693039,2981906,2892984,3576560,5305550,5180382,2032643,4004254,2598233,2686561,3699444,4749776
2021-11-02T18:30,3293533,5968067,3084144,2495357,3158758,4021976,5561915,2977061,2957001,2960245,3283689,3573060,2827127,4069143,3293748,3201673,3357789,3121489,4134240,3232434,4288663,4241687,3425054,2850359,3207728,2739185,3206239,5156946,3733264,4251164,3007277,2851375,2604549,4348725,4038436
2021-11-02T18:35,3572974,2507542,4029067,2698266,3630127,3212999,2462415,1753517,2691715,4127467,3599521,3088654,3340953,3274857,2338237,3601587,4154752,2975785,4434130,3171630,2977952,3952983,3573707,3872599,4705888,3427608,3302390,4227668,3498144,4042231,4529443,3225343,4036023,4455680,4569895
2021-11-02T18:40,4815562,4791240,4008529,3519552,4134445,2994038,3221456,4000493,3301133,3349310,3091825,4564827,3141743,2854398,2008862,3079824,3050078,3670378,3382705,2735419,3227722,4153285,2652394,2850809,4124448,4680711,2974128,4370563,5134597,3848281,3665905,2754588,2764366,2026160,5117735
2021-11-02T18:45,3755743,4130154,2895405,2391647,3873484,3718634,3620062,2384910,4549301,3523445,3705159,3897618,3181347,3593772,1818170,4178587,3780727,3144705,4483349,4124660,3004924,3636510,5272440,4330180,2502366,5360799,2966995,3113462,4085095,3096976,2977545,3486361,3808986,2735252,4523155
2021-11-02T18:50,4007554,3236844,3078265,2852284,4006518,2069331,3288527,2592775,3965409,2753685,3259832,2801409,2545411,4420687,3342356,2423300,3734067,4288489,3132435,4008269,3257066,4220260,2385931,3075648,2838793,5338580,3264804,2790748,4439837,3910359,2864918,3260510,2831745,4251678,4241852
2021-11-02T18:55,4291706,4245383,3964361,2697427,2637906,2928378,3638961,4846934,2354882,3198894,2528202,4229460,4160425,2182944,3796169,2822307,2905804,4368062,3082330,3271487,3558776,4205821,3645423,4118064,3080782,3546976,2100016,3824649,3881889,2811296,3519685,3845045,3592151,5089216,4964378
2021-11-02T19:00,2340286,3365453,4279161,3521475,4406835,2964374,3286526,3721165,1439391,3025704,3261597,3852520,3326890,3346172,3058440,3829773,3585777,4187617,3669687,3297023,3198263,3202847,4198574,4333550,4164914,5756067,4002729,4424676,2716598,2865124,4381510,2599389,3847622,4045983,4298264
2021-11-02T19:05,3580190,2042250,5958947,2428254,4004255,3663256,5011573,3376675,2220216,3762197,3675361,2908741,3194962,3752237,2288477,3052873,5110811,4836313,3525293,3309616,3839767,2485149,2107305,4263674,4286266,3446090,3029216,4292396,5334496,3950332,4012279,3922594,3538631,2642165,3197913
2021-11-02T19:10,3869284,3624813,2617797,3281906,3798879,4652915,2712965,3252273,4607898,3734185,4159773,3942807,3153378,2998705,2168180,2713907,2729017,2941986,4658690,4018023,3988388,4209303,3824829,3067285,3349179,4197895,3632402,4420306,4291269,2817806,3050771,4218658,3618599,2998709,3854044
2021-11-02T19:15,3726961,4118992,3296936,1993558,2798618,1845982,2600596,3600846,3718778,3487258,3012644,4660155,1962152,2877029,2394194,2078146,4541245,3975693,2456889,2079120,2477592,3204793,2844615,5083416,3576878,4598484,3213790,3586403,3201819,5071895,4022197,4213892,3148251,3403824,5166793
2021-11-02T19:20,5021039,3723082,4166387,3199427,3786533,3710320,3542278,3211024,2090205,3361117,2631272,4643914,2680486,4228878,2304566,2454922,2931045,4367590,3111951,3426209,3911102,3466545,3051054,4006604,3744309,4333851,3854305,3937580,3825188,4159068,4145039,2964552,3508926,2473468,3556422
2021-11-02T19:25,3477695,4309782,3012785,2219401,4584740,3865203,3419817,3917729,2578763,3121725,2064558,3705803,3247764,4342804,2510054,3101795,3437385,3511567,3327853,2594353,3431758,3771246,2028627,3217486,3534155,3685041,3736607,4961356,4468763,3306070,4226068,2917661,3147222,3868037,4575298
2021-11-02T19:30,4759663,4387710,3969290,2256225,4594436,2489716,3786105,2465010,2894275,4202425,3990952,3920940,4814854,4676386,3133543,3271586,3762109,3512338,3480115,1969609,4662045,3799900,3184662,3781704,5275837,4748525,2602943,2500713,4583637,4103726,3979650,3685113,1827725,3697462,4579780
2021-11-02T19:35,4391295,2410748,3725078,2128410,2865646,3342226,4242868,2759153,2089793,4269589,3807990,2644211,3594760,2785680,2474402,4158602,4651828,3442698,3562551,3871310,4644504,3354652,3576803,3291317,3031410,4851741,2571965,3775508,4519349,3186740,3529713,3934992,3523200,4113546,4959393
2021-11-02T19:40,4202935,4299638,4788610,2787466,4510278,3415923,4094909,3282211,2870429,3712213,3589333,3992527,3985328,4382185,3102252,3326034,3889091,3323021,4111590,3538973,3683083,4459208,2956378,3835048,4586651,4028941,2823103,4236265,4320536,3352973,5343332,3183768,3356355,4443295,3949509
2021-11-02T19:45,3032435,3964597,3884971,3290246,3026544,3126848,2745248,2444561,4161564,2786543,2675299,2866741,3865534,4726659,2985297,3544588,3014651,3209234,3991653,3598262,4923204,2965764,3078047,2520187,3128413,4486330,3337611,4805447,3567997,3642363,2827363,5018136,3928016,4689323,5142960
2021-11-02T19:50,3577604,3752073,4499680,4142546,3533891,3118463,2909333,1788571,2950989,3074415,4271731,4224361,3457226,3748594,1523400,3752539,5360261,4618178,5001991,3563559,3496878,2785054,3587196,3768998,3453033,3622286,3404456,3518658,3366313,4075436,4767678,3941139,2988911,3424746,4587411
2021-11-02T19:55,3506211,4293870,3763967,2123764,4140105,3789095,3238373,3337302,3251260,3601667,4033206,3909947,3181072,4182560,4220738,3013364,3232544,2774291,3858109,3279894,3468247,3256472,4356494,4218673,3360237,4008927,3999293,2843779,3631271,4270195,4640230,4034173,3102936,4905388,3716791
2021-11-02T20:00,3318644,3992215,3463240,2502213,2589399,3321105,3410899,4378944,2858999,3943932,4087956,4005679,3153096,2714349,2292496,1922662,3555503,4173733,3610616,2957327,4179824,3358455,2990064,3702340,2986250,3178819,2644071,5194866,4943716,3420755,2889428,2176937,3767967,3470521,4642401
2021-11-02T20:05,4105522,2847995,3329379,3634038,4108084,3510240,2627845,3468200,3259928,3107630,4354811,4278774,3893438,3563236,2800205,3107594,4263294,4014907,3345366,2863361,3836677,3389686,3077605,2565129,3837720,4472220,3753750,4997825,3411923,3250316,2812907,3937128,3329442,3926792,3634681
2021-11-02T20:10,3099296,4367802,3695187,3778429,4385689,3050009,3175686,3597446,3113075,2439688,4240750,2634296,3786415,3743505,2892446,2592364,3666597,2784806,2699031,4653162,3680507,3682956,2771542,3177412,3520135,4933851,2315852,4256198,5046374,2492012,4057477,3867969,2884817,3828267,4600641
2021-11-02T20:15,5407667,3939849,4832391,1942354,4318119,4501395,3424631,3244506,3807247,3347609,4089296,4908968,4313492,3241814,3129841,1840064,3769897,4161211,4693988,3822816,3879453,3666014,2448266,3062160,3657997,3527237,3245644,3918717,4488354,2942967,4248696,3047888,2629587,3212665,4560123
2021-11-02T20:20,3407924,3981138,5764468,2721965,3501666,2813761,4079719,3319637,4265642,2186796,3856927,3209465,2453639,2702387,2101269,3353185,2991917,3237433,3332948,4123770,4479555,4995505,2578392,3510583,3671501,3343211,2807152,3747398,3739902,3674923,4086158,2249161,3409024,2806568,4513999
2021-11-02T20:25,3206424,5034912,4758269,3695223,3066830,2060332,3351353,3847598,2477532,3757715,3523738,4154464,3894757,4409975,4259386,3517789,3405661,2948894,3154918,4426845,3045258,4111881,3048580,2872821,4172102,4641024,4363468,4141629,3143190,4985025,3784931,4364361,2133369,4431819,3828408
2021-11-02T20:30,2753332,2973978,3833096,3510269,4405774,2225551,4019808,4232422,3146447,3419220,4268075,3849315,3543256,4098783,2983298,2862222,4455615,2570031,4475671,2216282,2507843,3516746,4854666,4085232,3458785,2074236,3491165,3771392,5444750,2997850,4296020,3745140,3174874,3373774,4667535
2021-11-02T20:35,4016465,3558204,4444570,1791443,3467253,3791710,2659926,4323107,3530460,2986569,4951462,3239186,3681460,3436404,2474381,3762577,4655649,5149718,3783005,3048239,3887994,2744792,3625256,3351787,2967546,3994802,2586031,4098464,2598657,3657083,3783391,1863902,4031555,3840176,4628091
2021-11-02T20:40,3320485,4594683,3053395,2897570,3555746,2354507,2728177,3474448,3330662,3592563,3184667,3544638,2739782,2853791,2825597,3807500,2227795,4173805,5276764,3329892,4004281,3357591,4737190,4383582,3011442,3498172,3734963,4289343,4609841,3263234,4056780,3580284,3813453,4075175,4271264
2021-11-02T20:45,4967024,3161328,4083102,3403549,2980848,2845057,3394602,3474369,2260310,3429928,5065169,3035720,4973926,4667020,2320437,3362266,4918835,4090393,5074856,2863645,3486039,3986401,3431652,2831653,4126850,4820845,3157625,4134062,2826345,3470698,3928857,2591327,3250517,3009272,5657021
2021-11-02T20:50,4381949,5828759,2056838,3483457,3752410,3209770,4400930,3645075,2702465,3027284,3957174,3451440,3261608,3461203,2846630,2979986,3589229,3909432,5186984,3022181,3530365,3973394,3207016,2667755,3642245,4562519,3426552,5054538,4116961,3151312,3647755,2876002,3112143,2868002,3002689
2021-11-02T20:55,3268155,5316425,3409749,2629031,3579648,2298298,3069601,2496690,3428983,3118045,2937631,3386838,3107471,3436659,3256055,2648799,3372568,3337766,3882785,3375653,3580741,3448785,3162978,5182808,5060548,4461130,3355816,4027509,3970542,3229559,4331373,2933373,3238701,3334991,3881993
2021-11-02T21:00,4121755,2790833,4159876,2848872,3223734,3398151,4197481,2912303,2338816,3166676,4030668,2880842,4493237,3544443,3177101,3834611,2767151,4268087,3216528,3384876,4057384,2724760,2965158,1770546,4075499,4510079,3574704,2234370,4153169,2988611,4261288,2020607,3754832,3400975,4483524
2021-11-02T21:05,3280540,2718706,4058129,3084287,3120097,3711984,4377246,3637822,4961979,3187020,3253214,2041749,3784906,3881496,2330595,3787842,4066252,4531501,4484773,2944529,4774191,3710185,2680535,5665571,3496449,4302405,3032021,4560664,4674417,3852915,3360400,2917093,3418388,4343066,3108082
2021-11-02T21:10,4677002,3951469,3653497,1737621,2048315,2651038,5178820,3478324,3103979,2835828,3608226,2803993,2838424,3488691,2567492,2643355,3047662,3630933,4208712,2911137,2949885,4217674,4184911,4499586,3113659,4218108,2729402,4118952,3037700,4120697,4787856,3584422,2060046,4056545,4067412
2021-11-02T21:15,4495310,2921490,2810775,3492121,3643156,2982350,3691556,3548407,3152294,3123857,3024510,3601678,3941727,3755485,2577282,3708980,2944275,4522974,4179409,3984758,4138405,2986240,3197124,2801158,2936831,5268708,3225372,3124499,4653079,4315830,3497960,3784914,3338071,4210267,4607693
2021-11-02T21:20,3248359,3991600,4028941,2629378,3828164,1728335,3750099,4524713,3598876,3657717,3972237,3890831,2767348,2956669,3538654,3862468,3694833,3552996,4791240,3169698,5285178,3054124,2800399,4207242,3740618,3074115,3751518,4050838,3285535,3397484,2797059,4037353,3000783,3180601,4827238
2021-11-02T21:25,3401134,3168237,3867243,2534875,4616308,2836062,4535611,3248791,2652951,2747074,3167048,4498731,3382760,3125970,3112822,3758900,2669122,3305083,3298892,3945844,3903527,3244846,2719569,3372529,3683437,3479078,3335487,4940172,3869183,4185548,3542340,4254048,5062142,3866475,5650399
2021-11-02T21:30,4647303,3154589,3288615,2101903,4464441,3479559,4902617,3637608,2837285,4105736,4797051,3413716,2365784,4181476,2473273,3386580,4522505,4649929,3034174,3345731,4587734,3457416,2788454,4268040,3566602,3477343,3192302,4528466,4546828,3717283,4074419,3053010,2713981,3804120,6391208
2021-11-02T21:35,4881881,4037722,4461366,3592712,3917612,4002542,4372616,3318765,2268406,3877665,3849522,3951798,2600272,2698470,2869393,3651635,3600195,2977722,3025999,4812309,3091279,2465359,2978754,4138382,3212434,4183653,2726001,5173535,4362608,1667117,3414970,3291314,3724218,4680966,4521913
2021-11-02T21:40,3731138,3876702,5110494,2400630,2774002,4081486,3850224,2759025,3120898,3418934,4305820,2418816,3836388,2617308,3246765,2593073,2737657,3509639,2974456,1352361,3193486,1651831,3663236,4134011,3169761,4808099,3580540,4266966,3714353,2914714,4012050,3436706,3155166,4704685,3875327
2021-11-02T21:45,3072247,5805172,3986619,3102460,3830733,3502211,5027135,2519524,3506729,3675221,3611187,2385396,2955594,3290136,2897435,3665900,3972631,3300327,3006829,2851307,3933475,5074954,3439962,4681486,3547919,3808362,3542743,2668657,5447716,2951445,4682991,5141141,3681656,3190577,4324243
2021-11-02T21:50,4815954,3153776,3599460,2492270,3136556,3505819,3320113,4060310,2732694,3700778,4497317,4382914,3275717,2541170,3292690,4054719,2615372,3574890,3260270,4606777,3368649,3457862,2632992,3894173,4834652,3045175,4036299,5486492,2922703,3381440,2905636,2813387,2884673,2645587,4637675
2021-11-02T21:55,4764858,4808696,4842128,2599870,5324620,2497487,2443850,2993458,1741426,3256315,3288128,3242465,3967738,3780729,3301856,3541052,4137858,3266781,4350920,3344087,4457502,2269106,1719514,3669504,3532358,4146756,4082197,4626360,3936379,3077286,4489807,3349459,2398998,4767601,4263055
2021-11-02T22:00,4163295,3277910,3933525,3574372,3695047,3115263,1962773,3578940,2677634,3051547,3892663,3576049,4701995,2789527,2952382,2373263,3632107,3313135,3500705,2779217,4086941,4013415,3799261,2964518,3062692,3699768,3091493,4414967,4468214,3423760,3504044,2784850,1523473,2875349,4534547
2021-11-02T22:05,5093899,3372435,2700056,4201842,1766022,3134071,6071263,2579265,2713344,4200577,4462201,3115857,2287381,3044742,1651045,2063187,2920612,4739974,4406743,3213604,2800802,2724106,4570892,3646681,3083852,4534640,5159203,3747191,3400972,3680516,4337870,3231510,2568338,5036429,5461801
2021-11-02T22:10,3497170,2774791,5296482,3054093,3807502,3089649,4286227,2576128,4063834,4415601,3347384,2661272,3240477,3656471,2151959,1635470,3330060,3960229,3892268,3072024,3942683,2858022,3602773,5151353,4867810,3685830,3411798,4134553,3455265,3893359,4434761,3839286,3818687,4280486,4670436
2021-11-02T22:15,4827830,5390113,4649656,3089277,3714287,2623842,3865996,2628435,3294862,2427925,3475530,4004178,3014660,3585260,2117263,3807786,4235087,3740851,3302028,2606468,3691196,2261361,3257521,4870758,3995791,4263101,3612761,4001680,3059876,2971376,2756184,4039082,3842350,4029825,2760049
2021-11-02T22:20,3970097,5295254,3675890,3053987,4710059,2293379,3113966,3000577,2944301,3490878,4718008,4698770,3274334,3886840,2189276,2141482,5119737,4239675,3999211,3101225,3768775,3498335,4330826,4107263,3800346,3083509,4318341,2914422,5182479,3597929,4368964,4312890,3571824,4767085,5076931
2021-11-02T22:25,3804896,3764125,2555510,4036643,3215581,3738994,4303473,2328516,2907795,3688171,3889333,3532057,2921817,3725856,2437488,3402664,3418660,2450017,4564229,3389534,3437451,3764724,3709223,3901106,3552377,4419137,2886170,3208691,5874175,3336107,3473532,3384053,2966263,3507899,3749021
2021-11-02T22:30,4488194,4517975,3583301,3642264,2854702,4064151,3372031,5096953,3198258,3508554,3670548,3447905,4261163,4334601,2433210,4181188,2898734,5021047,3238397,4131633,4223066,3225119,3734346,3978111,4012035,3385595,2999074,3700372,3938747,3839309,2426567,3995502,4050317,3298552,4396262
2021-11-02T22:35,3212296,4473289,4470488,3298595,2959293,3088748,3556466,4003008,3411907,2891583,3633204,3945816,4409642,3330373,2767883,4114564,3777045,2111702,4627010,2966826,3723477,4403736,4251422,4769284,3956941,2698726,2767147,3793092,3529313,2002414,3916469,3122217,3354089,4183747,3825428
2021-11-02T22:40,3887929,4570209,3535795,2550184,4629275,2477229,3147970,3968979,3030027,2819052,3474327,3547266,3247270,2868386,2784553,3458833,2144435,3929795,3705826,3635375,4785820,2807735,3600889,4529323,4748455,4804285,1662554,3544154,3271927,3925705,3869601,3467918,3405635,4434795,5894349
2021-11-02T22:45,4205861,4590223,2510894,2987044,3518035,4032758,2327033,2332504,3091004,3488547,3838178,4885069,3773857,6303739,3578269,2555757,3708299,3491561,3806528,3631259,2729361,3044667,3639563,4430410,4905729,4589522,5232541,3900427,3871766,3672671,3969173,3005973,3661586,4070326,4501180
2021-11-02T22:50,4448853,4152678,4100574,2167295,3585016,2940287,3490404,3165846,2282178,4017453,3936500,3374459,3081848,1853698,3784651,3479765,4368247,3108515,3730437,3001899,4263074,3159178,2504833,4208617,2463212,2884179,2731030,3864198,3776053,3290349,2701873,2875742,3127640,2630208,3704436
2021-11-02T22:55,3842958,2433359,3144213,2416262,4138237,3436240,4543888,3343025,3802334,2695143,3063897,4906680,2049678,3332645,3442886,2620787,2964233,2906869,2570655,3214567,4461203,3833958,3061457,3197186,4968457,4282132,3324217,4154247,3907846,4241669,4728355,5191579,3412375,3320675,3384952
2021-11-02T23:00,4414879,3474144,2643259,3920101,3209327,2610758,1765023,3401252,4425823,3025743,3452488,4369636,2126897,3053992,2032375,2087038,2931484,4692928,4227088,3324538,4389431,4257059,3149658,4547531,2570959,4747621,3793534,4938318,3204507,3165359,3592987,3033239,2112668,3524590,2490823
2021-11-02T23:05,3502902,4648502,4291426,2391197,3896448,2497125,2550807,2225305,4055928,2797548,4563444,3572260,2928757,2904488,3055975,3453801,2997397,3893787,3443724,4277611,4309573,1622679,3906948,3957576,4451247,4169031,3116747,3551668,4059466,3706055,4357200,2981338,3409698,4135692,4694109
2021-11-02T23:10,4037714,4123730,3437433,2160726,2884506,3249388,3119262,2771224,3128005,3641179,4119308,3184311,2686550,3396549,2558215,2440833,2690451,3330060,3888662,3704993,3017832,2569730,2295732,3820144,4109175,4889416,3096468,3929760,4174845,2661976,3027148,3349319,3839145,3861339,5645008
