mtime,AC,AL,AP,BJ,BQ,BS,BU,CG,CZ,DL,DU,DV,EM,EQ,FK,FZ,GH,GM,HI,HL,IL,IQ,IR,IV,KL,KX,L,LR,N,NO,QW,TU,TY,VX,WZ
2021-11-03T10:25,1915677,2515741,1519666,2704895,1887960,2691572,1670607,2018790,3052139,3065711,2373415,1696725,2622937,2520238,2476632,2540395,1966074,2435326,1374715,2771843,3284211,1536692,3165682,2319551,2283141,3318779,2248913,1808092,2511113,2810277,3436534,3207248,2751302,1424381,1874373
2021-11-03T10:30,1739142,2586927,2814382,2976190,1567496,2219426,2260508,3198133,2954678,2991235,2692725,865821,2805944,3192234,2400690,3864133,1234866,1412923,2387838,2150974,2070292,2179590,4206431,1958821,2658186,2626021,2038648,1713773,1986226,3438564,1406290,2183723,2727279,3046335,2499568
2021-11-03T10:35,2419893,3520093,1802262,794613,1894114,3105558,1841101,1749055,3416995,2439128,1803660,1888834,3814172,2900059,2014584,2210489,1352135,3258117,2181944,2781046,1352392,2480147,2945868,1716008,3262584,2474877,2568217,1284120,2213796,3207248,2211980,3660936,2951519,2240390,1233224
2021-11-03T10:40,1454197,2528843,1032457,3571380,2544043,2742349,1929864,1827075,2289081,1576500,2062303,1206557,3192295,2952734,2554444,2467967,1733052,2421396,3029494,2332626,2870052,2559723,2900527,1462029,2355352,3234800,1996572,1278562,2227168,2420558,2202396,2521633,3160421,2688445,2257337
2021-11-03T10:45,1223183,2150927,1751783,3296359,3350882,3124527,2978650,4377693,2099904,2032707,1751515,1693748,1843310,2557333,2676186,2550321,1760075,2269956,2642669,2287127,2075340,1875145,2942449,1806840,3681404,2221003,1293163,1430283,2685865,4354021,2350370,3649630,2393733,2958396,2089616
2021-11-03T10:50,2914037,1331543,2471227,2807893,2782549,3136439,1850911,2079573,2958246,1412289,2851013,2233312,2683106,2327212,2488116,2660597,2105039,2486337,2281061,1899762,1741108,3181855,1745014,1803028,2466646,2025096,1844986,1613337,2292242,3039724,3136471,2586475,3019415,2143573,1603200
2021-11-03T10:55,1550984,2861551,1375508,3555511,2489372,3844135,2721593,2853325,3215541,1636448,2399015,3578872,2828480,2190981,3102418,2616998,1864550,2615230,2733643,1425078,2062345,2618689,2829437,2236202,3805036,2941893,1910491,1867394,1707390,2659792,1834005,2912811,2684216,1550274,1997424
2021-11-03T11:00,2327592,2195748,2289461,3246558,1866936,2095457,2004397,3213031,2202887,3295525,1443962,1315944,2868341,3980999,2280168,2373853,1929349,2550546,2297804,2374293,2413579,2133421,1142675,2564144,2838482,1976057,2738398,2586306,1857507,3276905,1131931,3255151,1950575,2340714,1653890
2021-11-03T11:05,1882036,3151188,2933685,3503221,2848603,2102463,2733820,3867943,3761907,2300425,2853949,2089277,4170644,3903387,2128803,2919152,1924310,1315021,1991579,1835939,2226403,2590156,3294978,2528277,2430558,2157876,3088431,2032151,1443009,1921020,2807058,3417635,2358880,2097994,3126798
2021-11-03T11:10,1637586,2118608,1469269,2716194,2351070,3231437,1524427,2964756,2075534,1246459,1356332,1776748,3638814,837263,3305822,2803887,2011568,2522633,2520589,2759437,2321208,1226124,1911446,2658054,3111203,2235300,1935520,2660784,2264364,3377870,2455600,2753496,2815175,3105780,1817168
2021-11-03T11:15,1748594,2267368,1703276,2751358,2064730,3229339,2666935,2962372,2738827,2078726,1442775,1257252,3068201,2788971,1605042,3075640,1550709,1480191,3503342,2167116,2614757,2300403,2493551,1471500,3029020,2806099,1331511,1973176,1645958,3134582,2743435,2358301,3874270,2597644,2857508
2021-11-03T11:20,1805443,2180650,1421387,3348385,2828672,3176020,2323431,2795750,2360435,1687940,2295965,876790,2842462,2549083,2687510,2955180,2235813,2652774,2346681,2361487,1557246,1866394,2430545,2435964,3644209,3147104,3010513,2446303,3083404,1809328,2258584,2729549,2839003,2743653,1791595
2021-11-03T11:25,1530240,3094934,2349963,3139320,2138276,2298384,2096660,2545685,2510529,3312780,2195746,1629919,2196309,2169588,2592843,1258414,2319392,2077682,2434104,1821664,2159356,1746103,1967498,3074541,3768167,1720066,1417411,1467256,2194554,2169954,2345486,3165704,3352408,1856769,2260021
2021-11-03T11:30,2922680,2450560,3494448,2755718,3569464,3199946,2368941,2140237,3316649,1921126,1895221,2504455,3035017,2811572,4661156,2446972,1868936,2718360,1641540,1565361,1513269,2121220,3182107,1593607,2729884,1857876,2241192,1935506,1945115,2763079,3218777,3256383,3043318,1232404,2286455
2021-11-03T11:35,1475488,2604657,2705697,3082753,1897131,3019760,2752894,3193764,2823331,2233064,2571989,2092600,3179305,1814699,3201984,2801555,2427955,1772242,1954169,2180389,1851461,1645553,2621611,1144951,2646813,2913719,2010173,1533933,1917836,1978823,1989037,3067719,2319498,2144531,2445268
2021-11-03T11:40,2277549,3578331,2098832,2623824,2124415,2710440,1097729,3847349,3048430,1812604,2484784,2015177,2956398,2111214,3454035,2232430,1952038,1005586,2920711,1134416,2092629,1762366,2889305,2685341,3065238,2240244,2161686,2417760,2353615,2794495,2084282,3321753,2742051,2027357,2690592
2021-11-03T11:45,2869265,2393817,1394900,3941004,2474790,2618684,1932911,2953024,2811847,2506768,2356226,3470436,4062602,2462972,2630845,4598058,2225408,2449254,2335144,1920708,993883,2041304,3086225,1898115,3940392,1336281,2852775,1975653,2692181,2399708,2054048,1852527,1974131,2521623,2235614
2021-11-03T11:50,1993281,1332992,2620215,3613243,3195169,2925873,2416167,2477342,2210237,2876093,2005904,2076959,3837668,2369380,3834434,2477372,1710128,2210538,3314845,2309126,1864591,2652599,2661852,1445268,2675163,3435499,2949064,2586830,2924653,3382669,2306038,2808681,2637912,1858094,2097163
2021-11-03T11:55,2442422,2556996,2388106,3201618,2260712,3736254,1668733,2555538,2116600,1491936,1332880,3196483,4600769,2505277,2859707,2777713,1407066,3016669,2519903,1158521,1486673,2520242,2731116,1878873,2873942,3491606,2648663,1668274,1621170,4096750,1887425,3941836,3297117,2273204,3252235
2021-11-03T12:00,2409890,2645299,2130887,3347262,2387820,4445032,1628089,2360890,1769705,1600514,1544787,2126982,3529428,2168726,3671978,2994585,961875,1859536,3145207,1762973,2203998,2325820,2769804,1801635,3830669,2672429,2002713,1636091,1503864,2544528,2361617,3241908,2900939,2269080,2981045
2021-11-03T12:05,2153408,2453507,1785708,3710104,2345805,2625446,3182504,2914365,1962730,2161634,2276456,1888522,3160417,3224256,2945543,2428739,1372794,2298469,1518442,1919834,3030590,3799298,2939964,1443617,2870442,2587210,2395251,2129451,3184889,1045974,2653786,2213511,2075893,2436332,2241688
2021-11-03T12:10,1981911,3176696,2722924,3016133,1959610,2449867,2344484,3167509,2779480,2096598,2680516,977340,3328914,3489552,3169792,2185590,3084502,2246951,1042559,2386181,1326447,1986362,2745380,2321177,2547898,2658032,1607385,2097362,2662174,2617997,2264594,2072094,1518849,2191700,1996946
2021-11-03T12:15,1594695,2247264,1634589,2451097,2329503,2265655,1967343,3036117,2754442,2434636,1097815,2514270,2775826,3461331,2552815,3603899,1704635,2364676,2494275,2674452,2501058,2261644,2861578,2559941,3647753,3407658,2028930,2446567,2228254,2362655,2931767,3483022,2650354,2077621,3475763
2021-11-03T12:20,824171,2603908,2274646,2670886,2121679,3982984,1620288,4045010,2562305,2948757,1386883,2126203,2107527,2556294,3329935,3708286,2198037,3267995,2566093,1442042,1956139,2495220,3491423,3415149,3446332,2693746,2803926,3097300,2414745,2946881,3365195,2681210,2090151,2120988,2656153
2021-11-03T12:25,1254072,1316408,1797647,2166195,1220146,2995692,2082709,2450672,2966746,2472056,2287541,1737857,3078006,2993127,2889166,3016549,1848284,2448217,2567853,2483818,1592090,2083843,1606653,2838617,1675195,2260617,2501624,1830732,2176599,4045606,3107229,2962193,2494016,3566792,1899490
2021-11-03T12:30,2531562,1485950,1467666,2940521,1371940,2061778,2857212,3315553,3050926,1711041,2181934,2302439,3884871,2722569,2908036,2937474,2850653,2449477,1685991,1331644,2901664,1667070,3119077,1808473,3368291,2594890,2161348,2882126,2707654,2915567,2239730,2956169,2536594,1610200,2099762
2021-11-03T12:35,2088288,1774873,1716179,1984510,3318806,3334194,3010897,2587410,2830446,1885108,3122555,1815785,2296322,2914025,2040213,4057450,2042800,1672861,2467761,1467401,2442332,2952417,2454334,2826571,2412768,2154355,3572870,2116716,2249345,2397662,1310494,2954272,1872805,2737944,2058413
2021-11-03T12:40,2021773,1845690,2303979,2092436,2309732,2440935,2152973,2256643,2719599,2615441,2497913,2394639,2204303,2698978,3703596,4256254,2555560,2517288,1132414,1538853,1485097,1168980,2933404,2409578,2601250,2780636,3436924,1866407,2354256,3011389,3192049,1820494,2767783,3029210,3520492
2021-11-03T12:45,2472522,2541708,1444065,2230404,2296244,2262239,2855802,4039497,2625792,1841276,2366656,2066569,3042288,1524365,3223699,1505790,2575662,2287427,1314651,2128132,1819645,2127464,1965307,2125794,4179346,3084467,2073186,2148359,2514664,1763388,2581698,2724678,2441781,2880856,1972123
2021-11-03T12:50,1750832,1648056,2219674,2540167,2188305,1880095,1689538,2712860,1457652,2572883,2410905,1627906,4962317,2405059,1704884,2112480,1968189,2915033,1784085,3001356,1065255,2820166,3087824,2190423,2769775,1976057,3283303,2002684,1390430,4535906,3669512,2831152,3315197,2862497,2132563
2021-11-03T12:55,2430499,2193752,2277080,1921971,1698200,2968592,1739121,3072044,1724988,2591712,1785537,2182275,2189868,3380275,3072576,2279026,1366171,2870855,2822673,2724925,3100569,3115222,2697014,2609856,2934749,2420831,2508925,1751013,2449592,1895624,2072409,3514934,3352111,1726286,1635728
2021-11-03T13:00,1792466,2639118,1506159,4090983,2234495,2485581,1803718,1781615,2422700,3027016,1538747,2295696,4001810,2793263,2697433,2912187,1968477,2485675,2970088,1750095,2445763,1976862,3064850,2269389,2206023,2739606,2187882,1574265,2601290,3536304,2129415,2733323,2794233,3131353,3239209
2021-11-03T13:05,2131137,3105701,1907892,2550073,2354746,2912584,2848587,4093137,3101776,2503223,1581316,2106383,3050243,3140738,2479172,1659491,2122258,3195172,3050978,2496519,2080434,2856056,3182333,1548827,3490912,2008986,1787793,1820444,2275259,2859114,1781100,1563731,1987468,1163897,1915069
2021-11-03T13:10,2299580,3066052,2464568,3163686,1445703,2129290,1855654,2812036,1762403,2203596,1863543,1750746,2961685,2010039,2953385,3089835,2922712,1325879,2436360,2093002,1393956,2181630,3092207,2092586,3567876,2315815,2208972,2105786,2300931,3805212,2789615,3492715,2998886,1828421,2458111
2021-11-03T13:15,2074211,2700059,2698200,2560113,1648743,3571555,1563754,2789006,2686548,1570436,2512535,2071803,2349839,2882645,4081928,3790451,2777425,2018947,2888926,2155637,1500486,1974326,3014554,1526815,3807922,2146914,2005445,2021197,1694785,2492589,2039463,3187390,2373561,2544513,2236694
2021-11-03T13:20,1840564,2191843,2894474,3856764,2295595,3528269,3261398,3520619,2006157,1425040,2509253,1854194,4609955,3455573,1924014,2287899,1779558,2122445,2480921,2093029,1581949,3069035,3077698,1970519,2152717,3115441,1548637,2194426,1884928,1785412,2423392,3641421,3661437,3313444,2045475
2021-11-03T13:25,2099240,2263094,1952534,3168326,3147471,2350257,2218300,3302475,721597,2602029,2341877,1836446,3731183,2933518,2045131,2341508,1607889,2258915,3336865,2528257,1837673,2641740,2685242,2481696,2220960,3295659,1938280,2083177,1031326,3476236,3144241,3107066,2603371,2449234,1146800
2021-11-03T13:30,1472540,1721244,2533371,2168509,2062252,2731072,1912892,2413035,1525472,3285963,2608427,2586660,3159866,3494309,2870860,3028960,1848709,1883203,2244877,1541327,2234930,2600416,1481627,2173761,2828897,2364053,1996626,1621810,2304408,3475868,1178719,2766490,2271128,2482327,2292049
2021-11-03T13:35,1477307,2187218,3446300,4069797,1343043,3915778,3192886,3890762,2626361,2246022,2241958,1858398,3981466,2477941,2857006,3495219,1892111,2233147,2851480,2975067,1386904,3699913,3615913,1440034,3650133,2337159,2476689,1920192,2038585,2264366,2440684,2644872,2755612,3171312,1604724
2021-11-03T13:40,2806942,1443047,2111893,2558515,2591339,2266464,3073050,3116098,3225591,1522473,1188666,2162056,4061902,3386068,2789609,3964054,1391579,2332123,2978893,1977208,2446353,2139153,2881256,2630776,2853297,3305621,1790976,1506045,3018219,4159220,2592287,2813303,2596382,1824087,1998594
2021-11-03T13:45,1915376,2525264,1997109,4290064,2678215,3661765,1863304,2268842,2793690,1798556,1314363,2286695,2281256,2117687,2876253,2258075,1658959,3280540,2176037,3009230,2354711,2416881,2978323,2177068,3273483,2632334,1854612,1500514,2440945,2613471,2141068,2580675,3555520,2516618,1514288
2021-11-03T13:50,1881751,2296264,2282530,2334101,2559689,2851440,3067747,2328386,2222176,2547479,1548813,3461109,3910993,3404591,2628269,3688213,1842392,2512279,3425143,2008318,1657509,3904888,3940078,2255740,3456934,1547050,1920740,1859414,2296886,2557228,3207390,2745347,2273057,989047,2297261
2021-11-03T13:55,3031190,2195149,2268939,2658613,3792695,2462513,3201975,3263767,2578136,2809875,2158441,1711007,3308058,2851381,2258403,2846017,2807062,1896098,2693449,2759523,1997598,1865365,3512135,1434934,2374324,3300145,2860414,2811163,1190622,2900977,2387481,2148976,3160573,3677651,1744201
2021-11-03T14:00,1498006,1594257,1588138,2336606,1855813,3079730,1514661,1987568,3185827,3144977,1005864,1696242,4319619,2925019,2679857,3033357,2396297,2331913,1478529,2363882,2411124,2091217,2106035,2528275,2405362,2003104,2418272,1623978,2180294,3194858,3065439,2737011,2869008,2632695,2014173
2021-11-03T14:05,2100619,1384750,1991490,2437533,1500562,2704287,2072244,3863445,2180988,1599295,2137541,2548730,4055269,3027246,2420588,2279371,1619354,2460457,3290994,1690174,2112647,2970137,2962496,1862161,2601801,2988886,1795472,1383656,1730128,2304090,3583467,2541774,2578528,2247388,2200511
2021-11-03T14:10,2143726,3046657,1078508,2673578,3061529,2187118,2131881,2651208,1837352,2140219,2421696,2130870,2718329,3724558,2510312,2345137,1836960,2154373,2412001,2432977,2044385,1904925,3515787,2697838,2062814,2142919,2949367,1841753,3067878,1754185,1837376,1869445,3238433,2522729,2097199
2021-11-03T14:15,2126063,2534304,2086953,2275573,2499233,2765355,2714552,3439021,2044609,1590223,2034140,1908077,3477169,1935493,2399992,3187515,1228139,2804224,2453957,2475164,1723060,2917227,3412028,2749760,2353593,2839191,2369019,2214532,2412542,4298595,2391122,3004445,3249899,1919525,2387253
2021-11-03T14:20,2404012,2919216,2489116,2120253,2073000,2827221,3503484,2934733,2783622,775316,1730651,1956879,2970682,3331248,3298243,3534171,2810269,2124394,2139341,2664087,2431880,2232136,2768414,2324685,4137030,2512397,1943646,2700326,2720443,3162771,2426071,2813800,2442677,2764248,1734198
2021-11-03T14:25,1961975,2307605,2021987,2451985,2911199,2759754,2244969,2866498,1733368,2444122,1031228,2690476,4491122,2936734,2385393,2648832,1119135,2234840,1190017,1520858,2429371,1444421,2506932,2065114,2945124,3021873,3144696,3239912,2356610,2654640,2192724,2296711,4675168,1841299,2766682
2021-11-03T14:30,2451825,1085355,2788150,2185974,2900421,1514747,2146299,2324743,2181104,3032110,2533703,1639092,2537329,2772978,1669274,2974060,1381359,2609419,2904560,2334588,3316786,3000850,1660695,3063063,2661891,2540692,2128873,1602094,2210790,3940201,2529309,3575396,2255334,1904851,2916800
2021-11-03T14:35,1990730,2167916,2841944,3229897,2660826,2079318,3203781,2794987,2112770,1256111,1427943,2061264,4212146,2416685,1638970,1908813,1716009,1678201,2389834,1699176,1465687,2703270,3395513,2128865,2631790,2529865,2514135,2007112,2362990,3478124,2466085,3464997,2948265,1628168,2673016
2021-11-03T14:40,1532478,1880248,1692527,1515691,2507992,2953185,2453960,3240232,2253467,2556816,2284001,2340065,2668894,2775080,2296275,2331524,903609,2157764,1961760,3261157,2276212,2730374,1755668,1622794,3152487,2961501,2450303,1761135,2062806,2313759,1687265,2280698,2665822,2546078,1973913
2021-11-03T14:45,2664389,3309507,1406181,2013632,2698486,1740748,3089584,2909905,1660182,1925272,1892498,2379770,4157416,3085622,2607165,2387737,2095628,2660756,1563578,2515568,1500007,1825795,4230585,1780837,3958025,2837415,1903753,1359446,2729399,3208937,2830819,3538910,1605256,3640242,2701226
2021-11-03T14:50,2402334,1515325,2030153,3220423,2503684,2679953,2608967,3286844,2640983,3192592,2740919,2364473,3071760,2849281,3361866,2877070,1564732,2189188,1766914,2369516,2540717,4334588,2677875,1623258,2791427,2556670,2641657,1787503,2964125,2724443,2167365,2813710,2091000,2073827,2611074
2021-11-03T14:55,2444352,2625445,2120984,1925838,2099084,3261453,2517036,3233852,2818865,2443550,1726519,1553333,3739671,3051430,2603302,4045391,1765996,2583660,2023568,2251357,2872403,1535576,3880363,1819803,3282564,2182203,2063598,1493667,3047103,2913615,2849559,4464621,2645461,2034704,2409989
2021-11-03T15:00,2328262,2104617,3441307,3116242,1911272,3241077,2720625,2547248,2424415,1924895,1391735,2111180,2588616,2688496,2092508,1870824,1684130,3035317,2048571,1590750,1049402,2182828,3139675,3384243,2020157,2800196,2488036,3181657,3034895,2426239,2587818,2470133,2053180,1925330,1995411
2021-11-03T15:05,2762368,2246451,1443532,3377621,2550606,2619814,2535885,3377157,1920809,2758896,1903167,1582109,3033782,2414195,2583080,2406980,2519538,2427202,1904913,2456609,1448641,3026953,2629348,1561140,3015571,2742369,1958551,2140994,3178527,3578566,2572789,2521597,2949675,1933083,2222862
2021-11-03T15:10,2240339,2092960,2924552,1896502,1940680,3023110,2193692,2456437,2624501,3288322,1057928,2174951,3252106,2073181,1651115,2221694,2307742,1363627,3400734,2140681,3696921,3046108,2317596,2026648,2853335,2964100,1804534,1881932,2263247,2028686,1996459,3503152,2865835,1518754,2694690
2021-11-03T15:15,3007972,4097356,1926183,2352692,2262368,3496799,2873965,3577689,2704044,2059492,2544656,1951913,3045540,2571795,3220416,2354364,2069922,1914484,2023657,1844088,1228604,1875316,2372136,2505834,3044717,2719956,2164348,3156351,2077308,2317190,2266220,2567997,2508072,3684710,2569409
2021-11-03T15:20,1877897,2616021,2482242,3463378,3008212,2906913,1680978,4081099,3518277,1893917,1420190,1276952,3601086,3469417,3064914,2536997,3133415,2429581,1481258,2221872,2070926,2171881,1278189,2560449,3154502,1306227,2069741,1811189,2006868,1679250,1016165,3116112,2702133,2788056,2541553
2021-11-03T15:25,2379214,1805369,2198897,3155296,2792378,2064617,3025341,2140707,2254289,2239646,1920792,2824251,2310344,2042465,3579876,1717139,1376676,2252481,2330288,2496645,2950807,2389288,2921697,2611091,3393012,2763364,2103517,2567158,2336406,4098843,1291032,1517282,3405303,2339463,3282996
2021-11-03T15:30,1658863,1293036,2587497,2207167,3749499,1689944,2319028,3419650,3404562,1816944,1553930,1842412,2397155,2314778,3393288,2991298,1545082,2850771,2307041,1352836,1720601,3599036,3183148,2050397,1826534,3589571,2504855,1434217,2194257,2009260,3990169,4091888,2621051,2154902,2307314
2021-11-03T15:35,2339648,3149534,2666407,3587539,2868198,3380004,3708068,1924848,1884413,2661078,2263908,1669397,5150512,3247383,1848357,2999198,2286861,1820111,2092176,2981184,1357542,2163493,2010721,1579505,3646530,2591923,2295948,2220200,2300542,3557190,2789536,2842329,3680873,1662924,2044656
2021-11-03T15:40,2403697,2230722,1634709,3356200,2505584,2818186,2660445,2851701,3062296,1555067,2307920,2204901,2833766,4624562,2261724,2005370,1825602,2982564,2148934,1933569,1764051,1802707,3494459,2676880,3514441,3179698,3252933,3334221,2829240,2247419,2839040,2966810,2097382,1272950,1778624
2021-11-03T15:45,1646592,1664995,2686555,1912404,2828042,3224264,3063988,3194869,3068228,1831406,2003324,2137211,2730970,3322936,3441383,2819559,2364679,2576134,2340506,1853830,2769786,2893710,3381329,2016901,3176334,2014780,2156313,1981681,2535722,2773971,2841841,2673094,1942031,3000581,1249866
2021-11-03T15:50,1895664,3550413,2189715,2671244,1724313,2030246,3536404,4239353,1614027,1330917,1300273,2276390,2591996,3401849,1613258,3417183,2383659,2442378,2577936,1215724,2361450,2701871,2099217,1487434,3204695,2207863,1459336,2373471,640337,2598370,2456406,2004630,2254202,1919256,2676799
2021-11-03T15:55,2347029,2045814,751183,2946647,2461268,5014770,2732396,2290539,1855968,1013264,2160367,2402123,2264455,2986685,2449148,2128232,2288315,2701552,2791966,2588805,2506917,2650376,2552099,2100968,3287668,2369796,3291328,1739686,2276718,1880301,1884086,2815964,2174468,2742802,2495056
2021-11-03T16:00,1964654,2063013,1563476,3928417,1629669,2653120,3630546,3186949,2766616,3693340,2750633,1522344,3319772,2184992,2288271,3069009,2589262,2158076,1445588,2417053,3063714,2439760,3380779,2485415,3457382,2449615,2034184,2654055,2086721,2333248,2856550,3122746,1877400,2782947,1648085
2021-11-03T16:05,1246368,3358279,2792930,3331184,2227929,2915321,1845961,3524845,2053916,2640829,1967156,2070656,2467532,2028444,1658527,4219196,2159131,1384265,3218536,2467024,3326252,3889740,2514137,1861686,2779103,2707276,1806833,2610425,2807240,2261196,2367127,4016383,2252930,2133547,2431934
2021-11-03T16:10,2116415,2749863,2921483,2756286,2045537,2567450,3704577,2631443,2047480,2196718,1960666,1461549,4621340,3522384,3134202,1954645,1115677,2930602,1987770,1644336,1907471,2045296,2015989,3033142,4495276,2721859,2632477,2116752,3026702,3970248,2282966,3212031,2130016,1906834,2885244
2021-11-03T16:15,1974657,2002676,1434709,2341802,1416529,2623227,3290754,2749659,3021332,2225471,1180602,2174908,3371398,2622731,1504637,2192626,2656252,2495408,1927979,2447467,1852005,3721412,3240336,2441836,3333148,2631895,2044431,3154787,2091397,3467991,2281882,2699212,3117192,3194045,2208784
2021-11-03T16:20,2014579,2160447,2123243,2230623,1960932,3120289,1803455,2746763,2708578,1716962,2262067,2427464,4319918,3141558,2384579,2836163,1753008,3192619,2676609,2533984,1553412,2450153,2954236,2770628,3119729,3342261,1980278,501622,2321519,4694651,1604131,2573755,3585916,2292529,2892192
2021-11-03T16:25,2295820,2855559,2152794,4238725,3079629,2378111,2269687,3260758,2345116,1866227,1648032,1933914,3778653,3522134,2559261,2887190,3511369,2471746,2884245,2355217,2353726,2549068,1132922,2030398,3485546,1780146,2579324,1931002,2638454,3035731,2110414,3730212,2683543,2244467,2898708
2021-11-03T16:30,1891188,2282871,2979426,2829495,2554429,3707347,1460557,2386964,2717060,2219688,1153914,2159602,2820132,3166631,2410775,2223598,1914379,2478618,2011287,1853993,1694271,2961635,2530908,2301140,2585424,2270506,1919054,2164831,3648809,3407992,2070047,2691654,2569341,1979968,1591949
2021-11-03T16:35,1705644,2933563,2380030,3653467,2025198,2460091,2097030,1840449,2678010,1901119,1333166,2109007,2879337,2277342,2443538,1600912,1712404,2243099,2848622,2256173,1200853,3600948,3312008,2051345,2931251,3430446,1995676,1889268,2459442,3496466,2331148,2187692,2304976,1820379,2342879
2021-11-03T16:40,2868867,3200309,1940397,2247867,2602757,2605953,2540426,3159132,2255464,1275161,1846621,2276490,2493476,3180372,2057530,2486079,1876037,2907062,1817324,1275732,2322136,1872002,2612197,1492269,3167544,3281063,3564422,2123546,1677012,3158688,1763330,2093786,2236162,2613958,2545090
2021-11-03T16:45,1449248,2236861,1980085,2291486,1469448,3553879,2106143,2470360,2161564,1650471,2641389,2422153,3480118,2841179,2303905,2597217,1404738,2884851,2166212,2477976,3460633,3283031,2568715,1501158,3142463,2190992,1500245,2123833,2095285,3007196,1865220,1985910,2303424,2557032,1286210
2021-11-03T16:50,1296640,2106033,1766971,2152280,3412422,3168812,2726256,3334524,2917215,1411708,2263703,2062342,2234530,3323421,2172351,2721395,2275576,1605063,2204349,1575590,2177710,2907487,3591303,2291950,2131627,2333264,1776701,2684580,2231673,2927761,2560781,1759500,2140016,2199198,2530399
2021-11-03T16:55,2850152,2928954,1603279,2144650,1798245,3805363,3355025,2719479,2582451,2537259,1463352,2406670,4204224,2126959,2684487,2374179,2006905,1677475,2389852,913302,1914686,2056544,2691983,2676877,3201872,3535212,2075352,2209985,1733538,3679384,1803615,2516562,1492912,2562385,2942333
2021-11-03T17:00,1282630,3500558,2411613,1795328,2041732,2837734,2777608,2431816,1576861,1685700,2305422,2734677,3176096,3620920,3137101,1155271,1906703,2696014,2244087,2200281,1901551,3048582,2809938,1386723,3512017,3171443,1812840,1610683,3183160,2630343,2536568,2023891,1914235,2757689,1507827
2021-11-03T17:05,2306065,1667074,2076559,3253981,3315258,2437204,2750935,2721349,2123231,1457270,2799854,2281253,3385944,3114372,2688867,3610166,1464653,2773897,2307096,2818941,3002306,3527253,3296696,1781448,3510414,2541042,2272745,1951750,1826996,2695285,1417764,2785997,1754646,2386357,2117760
2021-11-03T17:10,2213181,1807898,2842857,1980088,2052141,2285315,2204152,1630581,1960311,2001130,1078708,888091,3677045,3853660,2657552,2785953,1460350,2147305,2708639,1607616,1960467,2836697,3278695,3087566,2744582,2681210,2480828,988918,2472181,2777785,3567280,3103760,2982778,1993524,1845931
2021-11-03T17:15,1811605,1232348,1191297,2348462,2306356,3251406,2326711,2962697,2340767,1642171,2194458,2927224,3441258,2458289,2271682,3291587,2143632,1810182,2242405,1802966,2329240,1877521,2962087,2656332,2295769,3878458,2901351,2003118,2571289,3110866,1314270,3815803,3432230,1636665,2054240
2021-11-03T17:20,1733207,1673557,2062272,3039324,2484783,3323009,2420622,3260345,1647850,1468181,2215301,2469239,2972122,3749761,3619253,2579036,2138929,2386130,1411917,1259763,1433996,3216063,2840705,2078229,2526653,1943046,2897715,2451377,2600654,1997741,3168017,3199384,2751649,2744805,1863957
2021-11-03T17:25,3523945,1893468,2204401,3430356,1818936,3742755,3228245,2770718,2394587,2125719,1615908,2419939,2462741,3161610,3043203,2182564,1389041,2648570,2541150,1659718,2074405,2992649,3225222,2390258,3231843,1763485,1870988,2508975,2320013,3052090,2415677,2548941,2534106,2992462,2114564
2021-11-03T17:30,2617515,1301396,1629678,2693076,2314608,2414287,1831969,2851897,1944014,1904320,2217864,2972433,3076482,2658876,2788413,3087857,903501,3316201,2416918,1656864,1696983,2646050,2763853,2201866,3715568,2643188,1636314,3448921,2540727,3619421,2867757,2942029,1007446,3017888,2738606
2021-11-03T17:35,1970010,2156678,1812525,3339259,3928225,2625898,2349910,3237727,2567075,2140331,2245444,2422986,4082780,3727361,2495701,1745381,1913998,2536566,1885504,2005626,2368543,2082793,2933529,2636205,2162869,3190078,2679628,2475228,2068025,2647733,2339535,1788068,1981092,2936145,2092428
2021-11-03T17:40,1781926,1135071,1215629,3025150,2183757,2442921,768999,3504647,3448990,1910421,1741134,1632025,3887972,1124925,3672863,1900148,1612417,2084214,1787084,3197415,1945954,1497845,3243664,2662273,3655539,2769410,2001420,2710834,2639864,3502547,2883856,3524855,3363034,2102596,2245715
2021-11-03T17:45,1343698,2663693,2374190,3006984,1595567,2849450,3345512,2661344,3937782,3525821,1321663,2587847,3648696,2740028,2713294,2159793,1648069,2020772,2556403,1442219,2381468,2281021,2787198,1902779,3365642,1886291,2938784,2497274,1913131,2496693,3051184,2884268,2242303,2148203,2490856
2021-11-03T17:50,2251732,2108641,1069177,2904816,2833355,4056692,2910254,2453239,2393008,1694200,1967198,1732910,3160547,2284288,2876791,1571185,2453977,2651383,1150656,2206869,1297360,389166,2260149,2904394,3550238,2853890,2391112,1890248,2912295,2477263,3756108,2593522,2655670,2149213,3161723
2021-11-03T17:55,1800493,3000920,1947918,3451473,1955538,2515622,2799183,2524996,2703517,2764106,2642402,2062710,3341032,2819259,2375630,2288258,1650029,1688412,2329546,1199862,2530999,2528643,1803409,2169911,4050770,4081666,1861499,2182081,1622939,3695411,2200834,2784654,1828090,2707716,2028644
2021-11-03T18:00,2081517,1507555,1566873,2205828,2364638,1994313,2803472,2558872,2882934,1074155,3189381,2340972,2642096,3379298,2324261,2329188,2120377,2444719,2354485,1967805,2783167,2379210,3755894,2250564,3312181,2273018,2637828,2582753,2285287,3118121,1562293,2866347,2644127,1427699,2992175
