mtime,AD,AF,BG,BO,CR,CS,CV,DR,DV,DW,EN,GL,GP,GU,HL,HM,IO,IW,IY,JK,JL,LM,LP,LQ,M,MT,MX,NP,NS,QR,QT,S,SZ
2021-11-07T05:35,1855350,3103293,2728358,1559869,2801467,2454106,2214333,3103402,1805738,3484056,3660126,2739517,3386009,1939964,4365365,2885167,2147395,2347332,1905032,3679697,3660353,3462518,2797895,4034543,2270429,4006993,2805897,2903492,2357512,1960155,2853450,2389608,3075183
2021-11-07T05:40,1945487,2985970,3546629,4859834,3627419,3255233,2259188,2905650,3350175,2976749,2433084,3491724,2858732,2678693,4324800,2611664,2454732,2153596,2430348,2800848,3137013,2730829,3031849,2491365,2036306,2275034,2961845,4318097,952236,1802490,2324951,2789354,2680991
2021-11-07T05:45,2983676,4801351,3493640,2832161,2858534,2041831,2631715,3211793,2754489,2207310,2907190,1859187,3157213,3376154,3304123,4354399,1562409,2201237,2833392,3735798,2723847,3239295,3006276,3014301,2695197,2097516,2557349,4071829,2244537,1880245,3580199,3908585,3359303
2021-11-07T05:50,4459461,2905733,2998157,1734286,3903786,2488276,1456108,2501160,1976643,3255377,3107190,2712574,3485431,2514699,4061723,2547634,1760692,2889513,2877528,2276027,3413995,2574409,4312428,3280835,3235747,3909813,2500986,4421171,2708998,1221718,2125612,3329299,3783035
2021-11-07T05:55,2060688,3410914,3932743,2948010,2561854,2811754,3244448,3738195,3089166,2681128,3926128,2670312,3329005,3300463,3759733,2786737,2071737,2447940,2801155,3189180,2991638,3742664,2907475,2645590,3088479,2657274,1822511,2477932,2878937,2396236,2874093,2891986,2054145
2021-11-07T06:00,2455883,3003776,1924124,2298449,4345203,3222047,2245996,3396256,2640903,2506873,1973499,4230850,3237538,3249556,4736734,2202777,2564771,3073750,4025119,3093104,2697872,2660121,3815675,3547438,3421277,2984416,2845024,2830162,1342064,3370636,3044498,3247044,4947266
2021-11-07T06:05,2404966,3053701,1879218,3426955,1949755,3282536,2075804,3295572,4103696,2905133,2548758,2518067,2671773,3991989,3129155,3783138,2246182,2589648,2469526,3178832,2966452,2423625,2780179,3708180,3615322,2922580,1860020,3631933,2064242,2270283,3049420,2240204,2031592
2021-11-07T06:10,3136132,3748535,1961858,2312886,2655563,1909704,3468325,3916757,2955451,3482559,3987836,2193387,2644832,3296538,3750795,2739840,2159719,4161207,2946643,3005003,3269603,2552589,2359177,3160655,2398244,2254672,3765844,1960370,2495804,2552400,2151109,2739030,2852220
2021-11-07T06:15,1945283,3711568,1624668,2450135,2233655,2973056,2220607,3505683,3262258,2755999,4216909,3876648,2376996,3898842,3175734,2996109,2412339,1835120,3857810,2611516,1366317,1854753,2641624,2441446,3607519,1958783,1672499,4029793,2437040,1889465,2895569,2023034,4037396
2021-11-07T06:20,3211458,3275654,2693752,4152394,3144767,1252210,2012476,3056667,3138640,2417746,2844438,2411667,2919016,3850241,2438134,2581788,3174949,2454189,3815635,3513245,3607223,2957914,2934101,2697922,3552931,3108124,3509374,2654100,2093960,1736205,2677704,3427481,2472800
2021-11-07T06:25,2564242,2757210,2530885,3015361,3690378,3481300,2470189,3379930,2791348,3495563,3501758,2380078,4255689,3349084,4122029,3245551,2149630,3022038,2870134,3332755,1852515,2904785,2905267,3195002,2607765,2361909,3338030,5300140,1260795,1829157,2614259,2070459,3358183
2021-11-07T06:30,2955318,3450125,3128325,4027634,2214672,3257166,1507472,3401713,3398876,2390953,2217707,1900265,2679990,2933632,3632320,2635273,3145028,3616495,2488883,3428331,2272085,3522708,2463981,3793513,2407335,2852228,3548435,5197018,2767329,2394619,4025948,2620740,2968813
2021-11-07T06:35,2418624,3935493,1795186,2383580,2907388,2063029,3346071,4333770,3057989,4120649,4021358,2040302,2820490,3201976,3628562,4385839,2761199,2253738,1325434,3510001,2467151,3060473,2542423,4025244,3287992,2729098,2978183,4510182,1701929,2263858,2471981,1706496,3628444
2021-11-07T06:40,2245483,4520021,3504270,2145795,3547184,3304555,2000979,2391368,2691685,4029178,2570677,2407305,3684542,3633334,4027109,2457019,2790480,1786609,4398093,3209223,3573071,1701804,2937709,2603713,3116360,2670215,1946896,3558190,1964877,1760063,2758381,2917960,3828249
2021-11-07T06:45,2129453,3677412,2265279,2969541,3260111,2667280,2331186,3664751,2173742,3903923,2945336,3521059,2667038,2833587,3594769,2349594,2803005,2338726,2219009,3259347,3817243,3996740,3103535,2354386,2858760,2591406,2119296,4071883,1982231,2802060,3128821,2223402,3189330
2021-11-07T06:50,3524607,3398781,3681288,1580336,2093314,2230091,1568824,1833647,1876986,3747262,3209231,1927963,3686918,4547860,2338802,2912835,3011511,2640052,2210646,2657938,3441426,4199734,2540396,3128355,4354986,2435112,4034391,3788328,3238641,2437154,3025281,3987716,3134837
2021-11-07T06:55,3147929,2038383,4125882,2802349,2121413,3770009,2932952,2743474,2785569,2833053,2411026,2312083,3536913,3474276,3627336,3490329,3502329,3466377,1834935,4087228,3130191,3300213,1765736,3039143,2693973,3099018,3703017,2951681,2172629,3362678,2417980,3340873,2847721
2021-11-07T07:00,3607991,4031531,3610119,2889402,2758765,2528477,2687568,2914495,3749049,3044263,3294439,1454889,3886772,2064111,4943637,2869584,2914724,2078896,2140641,3637637,2162151,2622678,3235083,3409560,2885965,2780786,2543452,3558642,2680951,2381725,3977207,3161407,3474580
2021-11-07T07:05,2703327,3320675,2861577,2909542,3682787,2964509,2146793,3619581,2625616,3060680,2993949,3067300,2523893,2886550,3004528,2117861,2672815,3512216,2193596,2870552,3791369,3068876,3368920,4844864,4214304,3229052,3324599,3488309,1905934,1989509,2942960,3628413,3789679
2021-11-07T07:10,2383883,3248616,2183899,2421769,2540377,2374047,1569639,2351995,3306708,2081466,2588973,2178138,4046463,2844289,3487172,2493756,2702596,2803161,2144325,2115753,1691869,3011137,2542256,3574983,3613123,3982531,2773697,5575396,2315147,3090808,3331285,2536242,3939427
2021-11-07T07:15,2789286,1897575,2853134,2633646,3703716,2979976,2269429,3644318,2801890,1844773,2461122,2597897,2274018,3478522,3046735,2860781,2008326,2083618,2370674,2720903,3281340,2607493,2542504,2346319,3235259,3092509,4478057,3770899,2499482,2720987,3340073,2662652,2770534
2021-11-07T07:20,2632623,3189768,3071475,2098973,4085658,2565746,2585090,3587176,2557647,2990663,1914616,3093003,5182972,2102907,5294510,2577942,2130256,2206344,3426021,2490795,3308021,2986125,2626329,3701201,3515547,2895831,1552601,3523723,2063806,3316083,3364799,2649956,3394205
2021-11-07T07:25,2189525,2426826,3508261,2304581,2137196,2553094,2580240,3311980,3081919,2957168,2955059,2064153,3193976,3622928,2857666,2111825,2802332,2212191,2691443,3812524,3142701,3643234,1844427,2233551,3639210,2737744,3921080,3516237,2011180,1906879,2754760,2564367,3758354
2021-11-07T07:30,2354952,4022767,1813697,2582339,2314211,3520771,2276746,4057136,2851620,2731960,2511225,2790276,2871979,3742730,5015269,3680251,3718404,1439871,3648474,2451531,3116196,3369095,3115745,3813760,3263076,2910157,3590022,3795238,1616534,2285547,2146116,3233074,3045425
2021-11-07T07:35,2581505,3808618,3376584,3294472,2068879,3449798,2644696,2889818,2613227,3422648,2666782,1540335,3799999,3301440,3646313,3948581,3832234,2607977,2561111,3112887,1892305,2339282,2877118,4220503,2731030,3602002,2748783,3059883,2631206,3212789,3473622,2852048,2662897
2021-11-07T07:40,2112039,2954997,3056253,3308270,3335502,3258721,1849725,3239409,2775112,3784991,4102143,3519042,2066520,3090777,4600125,3648571,3555024,1959314,2704577,4229946,3420029,3820783,2848907,3053493,2825398,2341996,2916815,4195077,2242606,3087261,2880613,2822466,3136762
2021-11-07T07:45,1860917,3302431,2843869,3185243,2788679,2454367,2803246,3036882,2431883,5196245,2961446,2962166,2957773,3191584,3462957,2905125,2811704,1775403,2167725,4094201,1740818,2786925,2200740,4240666,2040534,2210139,3627995,3693236,2319739,1955561,3758180,4133011,3062560
2021-11-07T07:50,2312267,4173087,3638055,3356256,1788787,3554720,2231892,2081433,2555429,2171627,3709614,3339432,3453496,3110759,4333006,3182164,3378524,2038711,3201706,3667257,3080431,3545132,4386536,1837172,2992361,2699971,2566084,4259551,1723783,3249397,2181005,2994721,4225376
2021-11-07T07:55,2665788,2651566,2959348,2390091,4741916,2164602,2576744,2036472,2904051,2292012,2405742,2846625,2703770,3090342,3152370,3038616,3532612,2604959,2456969,3025377,3198432,2338095,3164509,2357714,3245612,3523575,1613771,3815033,1867538,2032205,2844113,3345298,4093364
2021-11-07T08:00,3359565,3174608,3119560,3050393,2226957,3794666,1870161,4567769,3227521,2007408,2680205,2020914,2613869,3127289,4380791,2786956,3593702,1993867,2018000,2747742,3895111,3350496,2651063,3530022,2365695,2635572,2930191,3025159,1398690,2436819,3382718,4082138,3354606
2021-11-07T08:05,2306841,3257110,2417974,2192729,2211090,2631571,2979463,3005021,2982214,2422603,3025939,1225325,3881047,3093396,4911323,2693454,3724535,2679497,2055839,2983579,3469758,3384020,3755573,3919638,3021348,2477088,2636344,3906866,2728248,2721993,3314254,4043399,2257192
2021-11-07T08:10,2728337,2518488,2877261,3556496,2918204,3610569,2590224,3299126,3082333,3454217,3707131,2695820,2140824,4188713,3354630,3135330,2374507,1692706,3599580,2106741,2889319,2663190,2510112,1561165,3824037,2162944,3813002,3134057,1719963,2266203,3842044,2543741,4358763
2021-11-07T08:15,3037208,3583832,1614304,4170129,2366850,4266581,1850136,3839342,2061388,3696289,3281454,2431969,2881525,2367087,4003918,3064156,2359178,2049395,3629452,2433748,3177953,3548607,3585972,3414428,2551486,2211921,1833327,4572233,2155112,2038280,2453818,3364817,3031799
2021-11-07T08:20,3314146,3993815,4019636,3446657,3957485,2096567,2115500,3142401,3654272,3410383,2682182,2681691,3255020,3141803,3308861,1812663,3485516,2288898,2656777,4643916,2874470,3111922,3785959,3255750,4069058,3533381,3010449,4108464,3439794,1565661,2032667,2849740,3199692
2021-11-07T08:25,1976545,4398480,2904504,2181391,3594636,2604233,2047321,3779397,3538245,2774988,3525572,2643834,1910460,4659905,4229265,2234947,3618982,3163862,2847602,2450709,3011715,5063103,3861884,2718380,3148598,3403022,2564167,4294679,1456987,3568116,3833421,3808019,2519406
2021-11-07T08:30,2932712,3783863,3059173,2886813,3194219,2588940,2579127,2886355,3044440,2204567,2734637,2548280,2615112,2878984,4444156,2236268,1503544,2632888,2984990,1828949,3136352,3238678,3215159,3345052,3717737,3125012,3186207,4104930,3499212,1608410,3459177,3369186,2002870
2021-11-07T08:35,2053141,2943883,3449079,3934088,2248488,3432520,1953572,4396897,1390414,3331780,3898783,3143271,3994000,3529847,4448504,2095722,2858232,2882907,2590337,3493559,2457595,2348406,1982571,4212099,4235602,2994504,3319159,3736939,2122380,2110371,3477591,3753848,3623245
2021-11-07T08:40,2928083,3297626,3103258,2185113,1956760,2087284,2228785,4219314,3823028,1876535,3068964,2362648,3882975,2399524,2889630,2343591,2013376,1722205,3131981,3588633,2560938,2856570,2400007,1575466,2361080,2724188,3436936,5275982,3007692,1822648,4416113,2185147,3885475
2021-11-07T08:45,2813013,3844429,3420802,4150234,3030962,3241566,1887825,2926466,4120157,2587175,3386472,1361031,2414639,3254582,3759877,2968079,1959765,3141445,3695701,3538955,2488375,2819816,3901614,2718875,3057404,3121616,2731343,5678096,1786450,1730771,4121185,2780469,2445061
2021-11-07T08:50,3030080,3549930,2161734,4095072,3399834,2137788,3094381,3843639,3377709,2571888,2510679,2761020,3418089,3895853,3908919,4264503,3587152,2482285,2439102,2185893,2663211,2479953,3978144,3227849,3074489,3101840,2843939,3422404,1657214,3175590,3635589,2256136,2929501
2021-11-07T08:55,3166024,2837317,4755325,3431172,3159242,1676911,3350745,2608076,3104526,3128189,2668261,2349083,2852664,2871812,4698674,2762593,2798264,1498038,3345035,3727374,2839503,3364893,3309143,2617595,2954908,3328884,2629458,3731322,2708275,2859761,1576308,2555040,2929414
2021-11-07T09:00,2561719,2706755,3452672,2728134,4926554,2769891,3105880,3470999,1924101,3828383,3331013,3242919,3966539,2907257,5131132,2802813,3082206,3033499,2916202,3191761,2286182,3340227,2472501,3768881,3403356,2837775,3022599,3064645,1945927,2516901,2916084,3042835,2226267
2021-11-07T09:05,2911819,3676307,3216616,2470242,2286897,2724973,2308752,2811881,3174219,3738660,2711973,3046911,2411349,4034496,2502438,2307014,3251186,2815711,3028526,2613412,4209411,3176355,2651940,2945961,2592142,2311360,3200392,3774362,2095016,2863187,2988594,2454359,5029546
2021-11-07T09:10,1564457,4454124,2707857,2784852,3381512,3567790,2471319,2947131,2921304,2916624,4191613,2669014,3343755,3886961,3052027,3365144,2068866,2502277,3141719,2673545,3302741,3615289,3067566,3784765,2909160,2564526,1989324,2728591,3222907,1843728,3272899,2173614,3356197
2021-11-07T09:15,3345794,3784421,2329805,2990440,1631105,2749823,2277220,3994784,2703404,2587429,3759025,2694693,2278513,3715915,4388843,3588705,3443216,2580571,2971702,2879993,3380633,2962784,3430841,3014832,3155816,2998275,2634634,3030250,2197062,2621771,2221125,1998037,3445331
2021-11-07T09:20,2549323,4124632,2854075,2935095,3617229,3427171,3283776,2122387,2482985,3450944,2853315,3160403,2647602,3666908,2899342,2963485,2751626,2119840,2596736,2514396,3797739,3575238,4687615,3525971,2497692,3670146,2736439,4561435,3301329,3420686,1907977,2248183,1461641
2021-11-07T09:25,1900174,3753718,2606301,3659177,2846273,3117291,1948617,3066840,1892802,3544572,3127599,2980442,3070135,2808362,3653940,2200699,2878881,2680647,1813960,2688456,3268831,3448112,2387232,3499087,2347775,3290317,3187045,3402708,2020788,3040111,3454227,4109647,3221705
2021-11-07T09:30,3652749,3113126,4026166,2028884,3033769,3362736,3993091,4496380,3601559,3555254,3032676,1659372,3524807,2480924,4580156,3312790,2172075,2210746,2965758,3034967,3374687,1950593,2524284,2301025,3932428,2852537,3052080,3294546,3255860,3453715,3869428,3191522,3171094
2021-11-07T09:35,3240580,4410831,3068278,2832178,5061823,2734125,2406255,3296713,2711630,3578409,2933822,2900351,3084161,3275685,4830452,3130637,2159595,2256831,3776553,2372328,3587981,2524748,3462458,4370720,2977567,2990109,2508159,2437659,3599244,3907015,3227381,4245399,2763930
2021-11-07T09:40,2275092,4182878,2860372,2735216,3196557,2356660,2681685,3772684,1701307,4243890,4256489,3803001,3826512,3592389,3135693,3517951,2109126,3101767,3252509,3876365,2419602,2700825,2974921,3123390,3576621,2576134,2954315,2824670,1544590,1501087,4667662,2093836,3541866
2021-11-07T09:45,2231702,2468610,2343362,3129553,3421976,3748496,2673197,2995660,2413226,2378004,2547843,1795909,3303452,2794577,4693638,3266099,1408438,3783730,2136978,1892952,2360267,3355964,4113450,3887425,2125689,2324177,3500872,2813249,2240797,2522422,2741452,2662908,3902685
2021-11-07T09:50,3482584,4248017,1743247,4543223,3360818,2817099,3241672,3150569,3672540,3837438,2816405,2785861,2648463,3742638,4490254,3039297,3020837,4056418,3656713,3208087,4404519,2557276,2540564,3887425,3552787,3295827,3145889,3437380,2904298,2390006,1412447,3264510,4000259
2021-11-07T09:55,3844910,3796994,3072367,3475893,2677951,2986752,2419042,4086211,3744844,3177857,3184725,2601902,3096448,4696321,3899983,3638947,3927580,1940451,3510369,3823149,5177797,3630333,3998755,3268601,2520472,2945545,3482376,3441541,2169573,1444738,3048865,2541200,2291401
2021-11-07T10:00,3118295,4747674,3140176,2464875,2617009,2156026,3487918,3762822,2435632,3500888,2768808,4313436,3739247,2748954,4498528,3468284,2947580,2529339,2596559,3225243,3920468,3897175,2396605,3835956,2682532,2548731,3184704,2715567,1430083,2755897,3342744,3868877,2740157
2021-11-07T10:05,4360837,3956051,2960216,4494413,4167667,2892575,2765067,4115036,2904832,3981409,3015468,3230126,3378049,2085861,3077176,2844473,2807155,2405331,3480509,2959890,4445612,3024237,3457181,3904302,3358311,1388622,3380012,3969528,2290305,2484496,2359637,3393506,2449697
2021-11-07T10:10,2681254,2653163,3276539,2972597,3183244,4633557,2336666,3306558,3021868,4164478,3149710,2132723,3842147,3626375,3692365,2734896,2410571,3104455,1852121,2302926,2830273,3816032,3392866,2975276,2004432,2202021,3094556,3034693,2634662,2492335,2942045,2985728,2984470
2021-11-07T10:15,2232217,4100325,3139953,3075516,3400650,3598994,3129593,3870797,3612035,2666827,3012223,2170334,2665526,2373815,3137953,2953410,4135968,4787909,2122124,2092629,2815991,4076514,2393627,4130409,2241952,2360155,3157479,2122812,2758172,3734582,2134175,3180569,4592405
2021-11-07T10:20,2808705,3405503,2525820,3113520,2536367,3362154,2335366,4122071,3973042,2704416,3396122,2087579,3029920,2580122,4417589,3268922,2662686,2582265,2641324,3305910,3646122,2668870,1906035,4189902,1985165,1827830,1634357,3146690,1599248,2563495,2618868,3434003,3102843
2021-11-07T10:25,2688975,5394450,2596863,2697279,3259192,2737268,2243310,4218379,2179582,3411983,2944206,2539172,2422854,2794176,2308068,2236434,2466018,2924748,1685998,3344690,2958265,2875161,2850343,2384326,4258265,2085876,3751924,2905560,2619200,3368337,2825023,2379916,3992027
2021-11-07T10:30,2651687,3952863,3378095,2704083,1644509,2923132,1960016,4373123,2998679,3471534,3862958,3421164,2423151,3536763,3989290,2342521,2340353,2715092,2191201,2719377,3402122,2550205,3283750,3628061,2708378,2233527,3369720,4246020,2678232,2982432,2121067,3233173,4322588
2021-11-07T10:35,2257354,2594382,4140020,3272770,3779431,2789766,3257908,4406309,3082917,3461117,2855622,1452987,2982241,3518325,5847288,2593287,1935596,3166584,2021322,2895018,3144426,2659094,2207386,3725693,2378701,2725214,3283607,3485449,1459188,2311406,2643174,5329725,3852158
2021-11-07T10:40,2594200,2619989,2867581,2579515,3608922,2981657,3436452,3337359,2913675,2153739,2575401,2790861,4354819,2586688,6168181,3714080,2658060,4238101,3417859,3029493,2923584,4145270,2353581,3619907,2938018,3792869,2541519,5798556,1343254,2069394,2421805,2997601,3237157
2021-11-07T10:45,3305547,4771152,4110436,3653169,1799295,3710546,2482230,2909336,1625929,3310897,3670990,3241384,2901333,2387354,5044543,3054578,4688868,2326939,3920694,2290149,2381437,1871614,2585533,3425941,3312033,2350537,2895268,4345157,2770573,2404759,2967782,4124594,2763645
2021-11-07T10:50,1788735,3842074,2963950,2388822,2630955,1881368,3242670,3284689,3015293,3890722,2041964,1697714,3189721,4681301,4467939,2941013,2107623,2678853,2609265,2122834,2167933,2769375,3695287,4111972,4020846,2369178,2235884,4434271,2480614,2204055,2216295,2779994,4055344
2021-11-07T10:55,2580785,5218986,2212810,3689619,2794497,2942885,1803768,3275887,3030123,3540321,2542102,1824294,3975191,2796833,4395849,2525382,1806322,2573793,2467824,1849775,3534861,1919169,2369408,3020869,3348675,2680443,2517593,4721799,2550532,2163135,2795813,3275904,2696131
2021-11-07T11:00,2351877,3706288,3905396,2797148,3413201,3072954,2053797,3032474,3020830,2333077,2514704,2813910,2913826,3430662,3863887,3291078,1541793,4099702,3968081,2678591,2439593,2691493,3545928,3950335,2684932,4145962,2799364,4275382,2179496,1243654,2780521,2705665,2580325
2021-11-07T11:05,3673945,4292343,3121591,3049374,2375817,3038944,1660592,2975520,2834326,3254838,3673720,2298738,2049140,2408287,4673624,3068128,2714520,3387441,3228497,3198220,3099823,3536438,2553760,3331560,3065103,2802536,3275985,3513721,2796574,1854510,2362855,5098808,3300997
2021-11-07T11:10,3084712,4558132,3335008,2671058,5547772,2308425,1416450,3655533,3144673,3280017,2156841,3019132,4189131,3594810,4112542,3901191,2709434,2376441,2492195,3563319,2457511,4215623,2713282,3432398,1708220,4018529,3070308,3644608,3910388,1717215,2184029,3172719,2815317
2021-11-07T11:15,2609655,3981042,2328556,3086452,2598642,2432218,3240455,2517340,2950126,3229504,2593612,1876844,2593694,4560790,5123390,3424262,3711254,2267541,2626155,2121005,2321598,3389543,3057206,3632632,2944275,3261320,3080343,3734404,3083433,2411451,2401623,3022263,3935061
2021-11-07T11:20,2310225,3006487,3449812,2467933,3813238,3512533,2826483,3782373,2728832,2649864,3475812,2755080,2624541,3446921,4968298,2492637,2656101,2164737,3272915,2974933,4069044,2487309,3042706,3029401,2991592,2057523,2633164,4117615,2632213,2817329,2877562,2090133,1984993
2021-11-07T11:25,2677326,5147090,3933465,3704701,2365013,2636514,2551053,2568802,2165974,2992622,2956196,2239741,2857021,3526657,5961117,3345242,2272970,2043939,2841334,3144885,4050488,2703432,2669245,2164116,3988926,2629859,2704798,2889640,2388631,2818032,2746169,3579075,4300697
2021-11-07T11:30,2874266,3712301,2891968,3268419,3159886,3846231,2276737,4330126,2877077,2086850,3567975,3247430,2463192,2706206,4678952,3651986,2353045,2477165,3706261,3188681,2205148,2861255,3509627,4112517,4366364,1930018,2514829,5222591,2758943,2302262,1877254,2405974,3110760
2021-11-07T11:35,2218971,3368618,2966023,2003331,2603734,3047036,2567704,2424007,2220705,2414011,3032654,2645883,3416719,2604628,3796243,4568661,2642099,4080749,2242861,2756704,3812351,3379137,3031846,2973266,3659189,2766995,2831479,2916037,915862,2394729,2835148,2168891,3870916
2021-11-07T11:40,2171717,5314305,2923727,3234769,2773599,3724433,2833066,3783920,3352256,2480112,3217828,2883178,2280435,3401260,3853735,3445497,3620501,2238354,3040534,3419795,3468073,2699939,2951903,2292221,3475013,3151880,3363053,4564247,1663231,2625941,2476494,2500678,2589566
2021-11-07T11:45,2375048,3506592,2357168,3972883,2140430,3231597,2494865,4246647,2154553,2318466,2620550,2689634,3508355,3277194,4471726,3373800,2139865,2282711,2781549,2854696,1196275,3278570,2015684,2931913,2894930,3500422,3902280,3925271,2431908,3556201,4097446,3891156,2925138
2021-11-07T11:50,2171712,3379989,2293774,4057562,3344345,3516604,3842595,3180969,3215521,1995689,3190299,3092347,2326844,3149026,3494286,2936725,2815530,1649264,3351855,2660883,2321967,2922447,2959935,3375849,2757710,2518123,3253535,3225030,2044356,2740964,3131663,2178992,4040374
2021-11-07T11:55,2010197,3165589,2770504,2988665,3448651,3019520,3020459,5156551,2759421,3589894,4253091,1834896,1962140,3081827,3741650,3589967,2762287,2779460,1907429,2863463,3050324,3104079,3141534,1957139,3130603,3295632,2533087,2748705,1922549,1888214,3929346,2929234,3453957
2021-11-07T12:00,2112189,3799288,2708446,3561260,2099744,3166361,2138288,3017485,3291374,3570370,3832995,2237231,2155288,3084657,4038294,2809827,2094850,3129141,3638254,3229827,3474441,2505365,3528318,2995737,3014831,1760678,3955784,2106865,2146607,2742340,3963933,3540344,2630566
2021-11-07T12:05,1955483,3146143,2416225,1943880,1746275,1758386,2892911,3862071,2241455,2893618,2740361,1413977,2774634,2443503,4400273,3038092,2602644,3225405,3586174,2491345,2105148,2544401,2682878,3381045,2958069,3930715,3184810,3964154,2152780,2492362,2647840,2526335,3106395
2021-11-07T12:10,2414383,4201994,1853820,3205051,3205708,2350585,2632076,3392023,2685141,3488289,3422413,3110457,2429457,3202644,3689471,2446112,3197794,1755557,1967964,2791149,2755552,2899538,1836418,2645858,2573149,3048078,2133395,4385465,1696754,2925915,2848722,3539037,3117003
2021-11-07T12:15,2584143,3387906,3967623,3699638,2932320,3091014,2386194,3348913,2361881,3344557,3030685,2644652,4182561,2898608,4180905,2965105,2649863,3486647,2641477,3650892,3158705,4039378,2389763,4035358,3666676,3633163,3053683,2779851,1810193,1883574,3035356,1677229,2731953
2021-11-07T12:20,4346802,4326854,2383823,4197225,1526264,3115463,2075924,3481654,3377219,2203402,3398638,1894429,3193947,3702715,2205594,3609924,2228413,2143311,2806609,2165176,1513036,3792377,3008222,2786818,3652744,3221837,3740650,3652968,2376174,2837715,3023331,3032500,3340295
2021-11-07T12:25,1506025,3192736,3370788,2346197,2225418,1913245,3178069,3245172,2757094,3339956,2366406,2693416,2086951,2467110,4804695,2426802,2398963,2773330,3699894,2964584,2460708,3627530,3530736,4169099,3102802,3099868,2688296,3608598,2975773,2683046,2545047,2500207,3011328
2021-11-07T12:30,3432523,3109406,2751097,2172177,2322862,2754260,2421412,2494882,2441689,3516674,2274927,3232813,3677287,3263012,4980987,4084989,2475173,4053703,3317990,3667606,2608530,2574955,2064624,4018524,2015054,2292596,2887635,3979370,1251549,2086537,3157532,2221887,2642598
2021-11-07T12:35,2319085,4682928,2478254,3239565,2773937,4135330,3590062,4299662,2094007,2554059,2089025,2265934,3200480,1689538,3789524,3359967,2356485,3739200,3261200,2848493,4407785,2138027,3061628,2929766,3212983,2429423,3163802,4566465,2847604,1999532,3716393,4474143,4052781
2021-11-07T12:40,2217920,4149153,3130756,1776153,2423040,2716365,2644272,3092326,3598670,4412712,2423001,2909610,2253704,3297400,3163132,3158193,3058543,2637637,2117015,1675979,2110810,2782671,3546499,3606585,2025256,3561046,3552492,2415689,2001255,4318115,2575643,3489594,3647709
2021-11-07T12:45,3046598,3849915,2366878,2590217,1497586,2472635,2338310,3366189,2326698,3472174,2875254,2171475,2811055,3407204,4195928,2740588,1657983,2621751,2313094,3232436,3450430,4105371,2929400,2824541,2212276,3387273,3309345,3427500,2053655,2068887,3188226,3657368,2671579
2021-11-07T12:50,3600684,2773316,2027265,2691716,3033643,3511371,3178427,3211623,2386333,1517229,1898368,3167531,3522594,3502765,2486994,3370019,1387670,3056946,3059008,2258339,2946158,2879002,2267452,3456185,3986424,3114611,2209744,3294837,2118911,3133526,2846882,2671141,2593756
2021-11-07T12:55,2788993,4288272,4639989,3631247,2829563,3050269,3390082,2861831,2449835,3641732,3412283,3492586,3542927,4157200,4859142,3746709,3002721,2893447,2019241,3406307,3430290,1817778,3713376,2661811,2434183,3046545,2060923,2787326,2537393,2669087,3317752,3428205,3455648
2021-11-07T13:00,3232540,3247857,3508676,2846576,2476718,2230992,3701507,2666751,2452445,3495471,4399016,3325461,1814585,3437630,3425312,3076680,2195779,3321590,2190632,2748420,3648161,2665438,3295970,2715239,3384068,2731568,3480544,2894835,1978893,3142247,3310373,2690240,2738836
2021-11-07T13:05,2671068,2381453,2403200,1615298,2539975,2733028,2613325,2032318,3881406,3380711,3863162,2570959,1830074,2612704,4688824,3456619,2834070,3641112,3227391,1491394,2050350,2689519,2494974,4286347,1951037,2112907,3760722,3547427,3949912,2463040,4528992,3463070,2684638
2021-11-07T13:10,2611452,4425506,3367514,2767708,2175272,3422230,3035226,3547775,1564838,3679009,2580832,3054340,3398351,4489860,2458840,3233106,3101479,1529675,2266192,2780050,3428730,2852080,4545804,3660198,2596030,2802156,2528646,3204948,1986856,2682244,3333840,2472816,2896718
2021-11-07T13:15,3491518,2180295,3658974,2749390,3064743,2637529,2725198,3958289,2448066,4833574,2158816,2680349,3523232,3530593,1929183,3789462,3045177,1683100,2637936,2891589,2607745,3282318,3417990,4668904,3118891,2731504,3318140,3589081,2599196,2981193,3651656,2546959,2164198
2021-11-07T13:20,2757332,2921023,2637282,3440353,2406269,2065837,2512571,3401139,3440339,1821724,3527892,3568299,2165973,3098257,3065157,3117283,1645118,3625343,3290149,3460325,2284613,3762821,2947525,3320268,3453089,3190265,3671277,2824507,1919980,1888779,2429040,2485292,3142987
2021-11-07T13:25,1803606,4610337,3200028,3630248,2405732,2412967,2799701,2980701,2425350,2070653,3133761,1602017,1958967,3431833,3840145,2915718,2405561,2872176,2840413,1609043,3604250,3077321,4050754,3900899,2277661,3117587,4363125,1914550,1512220,2752702,2350842,2599216,3467775
2021-11-07T13:30,2897358,2620037,3015259,3272871,1848733,2647330,2377121,2601556,3997451,3806219,2585068,1568460,3786786,3260102,4879632,2186144,2244607,2791438,2871819,3197559,2476043,3513260,3170424,2798189,3604337,3128864,3907904,3788861,1651530,3715881,2753954,2006453,3790028
2021-11-07T13:35,1819569,4395027,2976706,2885784,2367736,2487493,3015747,4200118,3480992,4058165,3769919,2777351,2995226,1790860,5504699,3046990,2713061,3071231,2637416,3363694,3008479,2223212,3266442,4273450,2316576,3818070,2594044,4469272,2488014,2158527,2007103,2090234,2567617
