mtime,AI,AM,AP,BS,BT,CI,CR,CU,CZ,DO,DT,DU,DV,E,EV,EY,GK,IJ,JR,JS,JX,KN,KS,KT,KV,LQ,LT,M,NO,NR,NW,Q,RW,UV,Y
2021-11-03T08:00,2377598,3867377,2858129,3110794,5934995,2655180,2336716,3153504,3806578,4374122,3246191,4992874,2665928,4336406,3949443,3555960,4079701,3451179,2866312,4039923,5289463,3047865,4526248,2570473,4737496,3902984,2430352,3579676,4485419,3781038,3321458,4082881,3877608,4477103,4284038
2021-11-03T08:05,2853312,3375414,4845952,4405374,3023813,4010530,3125198,3520646,2114889,5020427,2458679,4535275,4241486,3640817,3094506,4665841,3699430,2566073,3669715,3120032,2322136,2780495,3866492,3622202,5259847,4162058,2992252,2594031,3290630,3659378,4216268,4279555,3481361,3374865,2483799
2021-11-03T08:10,3897094,2117332,3266267,4704560,4999038,2989685,3551346,4256391,4147399,2827192,1629962,4023445,3568544,3074778,4027279,4287943,4791205,4788026,3111312,2996836,2102382,2879073,3480545,3212488,3401143,3620031,3460920,3507503,3277868,4649005,4240558,1565718,3290681,4353667,2648682
2021-11-03T08:15,2871336,3538202,4156497,3942317,3199816,3324860,3184427,4201101,2729901,4289125,4321912,2673386,4339152,3143748,4048786,1974772,2881334,4930891,2702405,4022631,2620884,3460503,5080807,3545819,4323096,4516166,4138861,2342980,3137713,5567326,5331225,2893597,3997315,4330437,2914429
2021-11-03T08:20,4476225,2136035,4390200,3627304,3854369,2480881,3248589,2950157,2027162,2582085,3906956,5394903,4510030,2967152,4128527,3689758,3705806,2474060,5508304,3274732,3028145,2988409,3447360,2901430,4058399,5330671,3699922,1953124,4192189,4057290,4167073,2405446,5117895,3737544,3801783
2021-11-03T08:25,3478056,3686172,3956073,2394433,3395349,3235018,4785879,3427532,3008460,3933179,3062560,2395803,4151719,3444638,5054567,3205602,4037607,4395877,2177176,3102021,2621350,2598252,3245929,2824907,5146522,5776148,3405542,2580276,4359298,2489350,3964414,4472969,4155571,4261550,3432598
2021-11-03T08:30,4080208,2460180,3378219,3334143,2923941,4177191,2971804,4179913,3641109,3257279,3322022,3388272,3499506,4683418,3181083,3799398,3967937,4354750,3476536,3364718,3905157,2826669,5840109,3104664,3984901,4811259,2939877,2857484,4000640,4353683,2810057,2746828,5030485,3690780,2681074
2021-11-03T08:35,2839020,2727379,4471382,3774082,2377023,3623490,3353777,3012015,3047005,4012807,3747730,4142813,5660746,4556136,3688199,2509787,4913996,3975132,2607147,3494155,3251958,4679687,2662997,3120169,4127457,5865053,2515367,3593165,2977142,2552239,3392171,3106754,2638756,2983387,4075725
2021-11-03T08:40,3581108,2311342,3473448,3055332,4043778,2867685,3687592,4519621,2497843,3145833,3646548,5216347,5042476,2963961,3114251,3962801,3163714,3443604,4183530,4364816,4270603,2989829,4313850,3769874,3814102,4161864,2967038,3474270,4516748,3153623,2814344,3792911,2767589,3916279,3331390
2021-11-03T08:45,3427187,2279181,2983826,3798251,4944727,3026837,3529127,2845252,3425891,4875810,4422792,4472509,4393375,4056154,3866162,3996587,2795076,3694223,2502702,2871164,3387495,3737809,2405221,3337754,4643118,3440770,3879131,3282196,4136403,2927244,4274446,4280451,4561558,2942930,3714263
2021-11-03T08:50,3977922,3381962,4342189,3986288,4901699,4060949,3798137,3541588,2716846,3604247,4517223,2694937,6006474,2952763,3545400,3301585,3498715,3788836,2925816,3858132,3527545,3016529,4310575,4119249,2899892,4940786,5021976,3946739,3316276,1996259,3405194,2951271,4257508,3952597,3823355
2021-11-03T08:55,3613777,3227548,3444911,4280642,3717683,3457500,3743446,4686663,4725922,2578275,2823797,3573285,2746400,4688299,4858198,3336158,3221756,3190692,3278251,2110149,2217578,5206141,4666757,3735447,3220401,5116445,3755539,2569348,3694290,3030274,4198060,2614182,4571528,3228672,3972857
2021-11-03T09:00,3839821,2548624,3483039,4509594,3740975,3996379,4732418,2779347,3568102,3590855,2043042,3383135,3952390,2765473,4180356,2939144,4898514,3330350,3223367,3060470,4426818,3503239,3624804,3010977,2778893,5147618,3715029,4042618,3587046,5066290,4384139,2188518,4158026,4781589,3251298
2021-11-03T09:05,3300691,4102842,2425217,4516265,3771518,3223887,4859991,3472231,1984440,4734276,4184726,4623259,3057232,2950163,2502503,4723685,3223204,2680149,3593780,3377137,3506011,2403230,4247541,3124513,3997163,3720459,3699096,2641235,4733303,3794950,4543502,4436852,4785257,2803717,3047348
2021-11-03T09:10,5433827,2592323,3563922,4718232,3344786,3775792,3713092,4424346,6343176,3025399,4849765,2369676,4484866,4872618,2987691,3728471,4503411,2751502,3554280,2501103,3483800,1788653,4839367,3613887,2930143,3262611,3074807,3090669,3719642,2173499,3273094,3644753,3198603,2989194,3315808
2021-11-03T09:15,2963390,2715036,4061600,2960399,4347791,3576513,2890802,4244573,2892224,2406433,2385817,4663204,3611087,3783886,2952806,4097957,4502930,4863666,4871984,2965477,4117900,3635640,3895501,3546718,5322941,3596748,3150563,3438458,4334560,3607976,3931270,3015054,4557973,3003799,3435811
2021-11-03T09:20,2695607,3227712,3272044,3665538,5715966,3717151,2716944,3129057,4411038,4462787,3134460,4782242,4289249,5240033,3760477,3657352,5152607,5120311,3728224,3594305,3161757,4018501,4538450,2759898,3346759,3267492,2891712,3414312,4102497,2918746,2336087,3701794,3796953,3655150,3851160
2021-11-03T09:25,3137943,2889308,3893247,3738734,3168657,3199895,4323888,3392834,2719755,5390846,3213399,3922739,4647528,4010070,4471625,3722228,5268267,2604717,3298696,2442911,3586352,3069714,3942756,2788834,4732647,4568612,3121909,2822683,4181680,3375057,4058720,2782262,3289872,4059360,4988708
2021-11-03T09:30,3265524,2081172,3591904,3057811,3218858,3432408,3830347,4903752,4336338,2381410,6265339,3853319,3847449,3471698,4508338,4163075,2889347,3563910,3593274,3450271,3264901,2534461,3627978,2727704,3959861,4552142,3391104,3122230,3561675,3270514,4390779,3494674,4217687,5157789,3928568
2021-11-03T09:35,3316100,3595216,3207704,4220938,2520999,2883623,4754047,4157753,3295186,4309514,3175266,3265616,4152560,5077820,3202007,4729185,2648245,1773335,3658138,2419284,4357443,3227780,3707307,3973497,4477571,4537648,3250864,3445037,3584858,3782488,4719362,3106856,3614892,3286486,4559114
2021-11-03T09:40,4341210,4131969,4519752,4524687,3516991,4265993,3832269,3653613,3683139,3510841,3659172,3383410,3597036,4341395,4569739,3505349,2687681,3044240,1626838,3440221,3417857,3353782,3510107,3375093,4644990,4875831,2931556,2861985,4517034,4161377,3693579,3526779,3761874,4860608,4383507
2021-11-03T09:45,2276180,3662297,3743307,3558012,3125580,2497201,3092576,4535663,4270494,3558576,3784850,4583408,5480393,3413371,4040261,3644963,4499750,3195227,3532024,2836877,5101807,2812967,4492664,3009302,3575556,4539740,2572497,4941479,3468551,4321413,3283649,3942949,4013032,4897544,2099587
2021-11-03T09:50,4021341,2657021,3179294,2937513,3089157,4640680,3430966,2999821,3936537,4139742,3706860,3877849,5133443,4514869,3661433,3631284,4370588,2585123,3843691,3744294,3211212,2194950,3060419,4188280,3264556,5121447,2733609,3949048,3326597,2292941,3108777,3525664,4093721,3347408,3552724
2021-11-03T09:55,3762176,2974968,2882726,3029825,2724842,2424732,4148497,4094387,3272810,3139813,2595930,3858185,3813580,2756406,3789175,5636991,2821690,3292239,5008934,2323766,4055592,2500324,4690552,3647845,3793479,3975233,2836160,4973273,3542596,2169536,5284927,3169437,4653320,3709429,3607201
2021-11-03T10:00,3970652,3436931,3486019,3143781,4131086,4307875,4396315,3853534,3598779,4513154,3695679,1579386,2889318,3180715,4030044,2399349,3514420,3649616,4756119,2535926,3250037,1788020,4094480,2847387,4379739,3950034,3562261,4265734,3866015,5694728,4355819,4841699,5139571,3071409,2258540
2021-11-03T10:05,2302032,3797519,2863120,3436246,4155865,3746431,2604457,4759870,3803588,3695723,4238770,4386192,3887773,4721621,3030687,4008045,3997912,3113025,2445629,2469129,3168535,3733260,4366724,3770775,3764248,5295419,3785337,2905152,3885821,3840185,3709856,3830472,4477519,3543509,3462396
2021-11-03T10:10,2942383,3336483,3555409,3711087,2837724,3057590,4179985,3011738,2933296,3065129,4471379,4470479,2857301,2985263,3459151,3843845,3326840,3296089,2593334,3822802,2586477,3862889,4437848,3828338,3222819,4069862,3007628,2345590,3637663,3984770,4658965,3108011,4791475,3314173,3722856
2021-11-03T10:15,3581843,4055128,3913470,3677751,3256260,4150506,3302123,4484305,2788227,5626375,2553654,4485139,4307096,3743169,4641715,2685932,4383041,2947035,3694586,2394280,4181517,2545853,4537850,2827610,5333044,4315074,3943478,3018218,3516722,3127029,4072858,2934803,4575428,5135460,3342463
2021-11-03T10:20,2279719,3288270,3473407,4214833,3082200,3255248,3578153,4605464,3336661,3738010,2915998,3827693,4896843,3550214,5353766,3557030,4243365,3129405,2106597,3263694,3171408,3191699,4167874,3813541,4108398,4298234,3649779,2605653,3046296,4592800,2589288,2540606,3530161,3628197,3908897
2021-11-03T10:25,2570976,3680995,4098665,3837029,3484019,3927583,3417214,4047744,4080535,4418269,3524187,3770447,3573312,3193325,3568271,3861974,3058001,3991830,2855156,3094820,2744759,3008641,3903301,4302198,3732014,4285983,3043198,2943867,3398516,3249819,4611586,2923027,3916119,3312470,4286643
2021-11-03T10:30,4355730,2851184,4098864,2534925,3956674,3695276,4070819,4791519,3204479,4464011,2275993,4087248,4278131,3581552,3763682,3399443,4320108,4469015,2455606,2671921,3074584,3389591,3754955,3340841,4104771,4734677,2702572,3294730,2819923,4060228,4731613,3914416,4332976,4435021,3081983
2021-11-03T10:35,2931055,2447589,3476941,4405766,3604851,4286763,4264615,4255764,2800053,3590971,3602775,2980964,3528353,4089546,4601926,3948651,3920111,3937506,4101581,2821019,3891189,3461700,3387505,3216358,4252110,4386272,3215455,3067359,2982420,3660862,4794107,3143157,3310946,4802804,3583600
2021-11-03T10:40,3002286,2724585,4499921,4948783,2862977,4083852,3517497,3768403,2083840,3226159,3327960,3556162,4698626,4266488,2338582,3547363,4936740,4020777,3836871,3575187,2487346,2855110,3860560,2004378,5617691,3673364,3500707,2085657,3502630,3333171,5065672,3498970,3081551,3008587,3223508
2021-11-03T10:45,4127615,2449655,2868102,4284919,5307760,2232892,3921569,3850196,3345865,4709550,4085062,3630023,3376512,3371418,3879293,2791290,2687951,4448574,3509072,2601468,3712589,3752655,3817917,3412486,4224282,4181514,2466493,3980694,5372651,2924350,4646073,3301418,4036947,3194922,4342555
2021-11-03T10:50,3733530,2643444,3139016,3591366,3938880,3471317,3033280,3368134,3642305,3892996,3141370,2749965,5796485,3488585,4322578,3295387,4397606,3021770,3729912,4347411,3843795,3444123,3838343,4059545,4112532,4277177,2938352,4400055,4962085,3897069,3867684,3602383,3256535,3044212,3998130
2021-11-03T10:55,3252519,3235893,3520003,4922393,5483549,3532151,2686950,3548882,3031529,2790798,4324370,4496251,3779216,3810261,3544004,3496413,3065541,3955857,3281708,4494657,4328871,2563212,4347410,3953238,4484459,3620911,4080974,4561496,3747096,2664451,4260893,2511042,5140315,2849180,3387864
2021-11-03T11:00,2926901,3076534,3714084,4154256,5339980,4300705,3927602,4777656,3095948,2954134,2841709,5543127,4634587,3618005,3525279,3310743,3454304,4493622,3060222,3101938,2732046,2306041,3976973,3059412,4313400,2902576,3325451,4093257,3477302,3624087,4025126,3818660,4814212,3447042,4122622
2021-11-03T11:05,2444813,2171074,2131493,3813336,5420478,3869963,2942617,4161977,2504098,3557239,2913253,5842651,3757750,3963457,2832830,4759447,3002679,3622048,3796674,2850340,4780300,2976632,3643917,3861047,5066942,3504701,3098578,3447212,3167878,3179309,4466679,3715500,4316691,4195629,3975580
2021-11-03T11:10,3065627,2360101,4298436,4431648,4839712,5193434,3590926,3764918,2369528,3507784,4158699,2706119,3164901,2930239,3435958,3278695,3537792,3243784,2687852,3714148,4098540,3858412,4413982,2669617,4392345,4350512,2862325,3210136,3310059,3232104,3328519,3850546,3926329,3970369,2800814
2021-11-03T11:15,4966985,1981628,5003772,4300761,3247543,3494274,3452650,3458670,2471690,4355651,2441511,2836341,3046142,3704704,5050876,3545219,3495857,3696545,3412611,3187765,3928420,3999646,3808261,3271535,4210229,4158223,3586217,2863621,2626840,3953703,4500095,3937251,2997593,3172409,4388623
2021-11-03T11:20,2643653,2676552,3005582,3103373,2889766,5749409,2036186,4763592,2944277,3895865,3156396,6023533,2995254,3185941,2875766,3837182,4238035,2173027,3122719,4270819,3966756,3394688,3599025,3019115,4535554,5813936,3691927,3958347,4440135,3686349,4094971,2745729,4240298,3710429,2837845
2021-11-03T11:25,3234691,2755539,3450691,4619696,5141257,3789343,4971153,3763938,2396013,3636954,3921163,3502897,4726178,3320297,4445851,4047810,3294390,3019976,2461709,2734440,5152106,3059784,4641464,4031788,4305459,4338652,3236561,2624682,4013790,4064665,2562335,3742135,3392216,3507438,3699310
2021-11-03T11:30,3276163,1875308,2884081,3947616,4100547,2233040,2658321,4630718,3784069,2438731,4017354,3991779,3970696,3204644,3286701,3779419,5788938,3954461,2700193,3376253,3863118,3111411,4880469,2613355,4246427,4976610,2120438,2192513,3578567,3496858,3169947,2867082,3976876,4017181,3841736
2021-11-03T11:35,5447197,2534010,4537610,4499263,4730900,4257447,3259784,4877786,2700819,2929546,1820158,3843928,4501011,4608246,2721795,3950772,3613034,3573849,4131754,3876868,3353975,3259576,3780112,3521466,4289802,3598087,2509860,3697901,4327119,3790739,3924323,3167927,2955476,2938644,3220260
2021-11-03T11:40,3524063,1854710,4911206,3785501,5154161,3738372,3061591,3280165,3223526,3352858,3475674,3635310,4143245,4995484,3145025,3895227,4229546,4169607,4124087,2594404,2535281,3431649,3428457,2567177,2618967,4089855,3990321,3497143,4023637,3380657,4023507,3410233,4304287,4907664,3598371
2021-11-03T11:45,3997779,2436342,4356940,5204217,4228230,4554468,3080435,4094807,2917874,3041417,3167429,1888004,4125836,3379016,3612010,4466186,5994745,2847594,1863802,2629925,3897852,2372635,3697956,2352472,5652429,5491061,2770241,3201467,3537582,4557589,3929246,2549472,3336888,4426442,5780268
2021-11-03T11:50,3522290,2091430,2726815,2800863,4352589,3896680,5684992,4686724,2158511,4152955,3648270,2631351,3471311,2791548,4100134,3896731,3631099,3575438,3627112,2802783,3754223,3642245,3394782,4347444,4826832,4210318,3241718,3412865,3862474,3920931,3700836,2944437,4072667,3567494,2817927
2021-11-03T11:55,2651139,2046535,2713441,3945660,2769696,3943213,2635141,2801946,3262204,2978992,2867281,4069322,4797307,2459776,3270868,2628747,2757121,3186187,3860342,1852213,4275799,2937800,3743421,2506513,4146042,3582989,3274682,3277682,3723091,3761168,4967774,3125739,3473215,4347221,4427631
2021-11-03T12:00,2189560,2658335,4904494,4428997,4425040,3800268,3049370,3615049,4530757,4289032,3484855,3666539,3953162,4386281,4558018,2481750,3780201,4399478,4538843,2669450,3112436,2695049,3099266,2804132,5264365,4367166,2224132,2161140,3601359,4483064,3659937,3713912,4709440,3493735,3401219
2021-11-03T12:05,2327461,3890480,4254361,4313966,3709760,3846989,4949090,3605998,3232528,2750953,1951387,3226521,4544953,2799786,3096099,4977556,4338721,3190428,2744051,2367673,2763237,2498417,4686483,4349572,3246628,3232120,2432272,3290340,3705935,2980631,3817237,4020492,3355515,4119305,3065530
2021-11-03T12:10,3810291,2462859,4474312,4475861,4636742,3353390,3775836,4104921,3887685,2498563,2702432,4070421,2838027,3858765,3850151,3386999,4988949,2865032,3205775,3745063,3522406,3730068,3782595,3504112,4133236,3509662,1328381,2818652,3808880,3697964,2837478,2467908,3722157,4280815,3923430
2021-11-03T12:15,3079803,3780955,4624195,3819244,5024243,5402651,4174851,4506678,2801942,3245703,3035861,4681515,3529244,2738465,4566944,3273037,4788975,5036842,4083368,3555394,4538837,3140261,3771018,2831727,4277382,4906553,3465097,1773110,4216685,4245872,4646459,4292929,4323291,3412110,5405478
2021-11-03T12:20,2248678,2804990,3654666,2610812,4815075,4400353,4210980,3681803,2718154,4803212,4502535,3837534,4436781,4404075,4709592,3127761,5886259,2294873,2540674,4316545,3605177,4300184,4705069,3058352,4893834,3509835,4552767,2893620,2189989,3095764,4609112,2554202,3691670,5723078,3278855
2021-11-03T12:25,2875368,3522783,2658303,3235315,3509576,3979576,4700090,3782590,3871017,3236922,3181751,4123633,3223509,3806717,3828092,4497899,3541567,3912027,3568568,4955452,3475696,1442740,4165803,3102426,3153060,5163990,2801300,3262320,4219312,1990855,5225483,2955759,5944773,4805105,3708450
2021-11-03T12:30,3026479,2688819,3685828,5208129,4116329,3475235,3460690,3919949,3899439,3058682,2892657,3772380,2509056,3725997,3582934,6066726,4248980,2756519,3002582,4777364,4652849,3380227,4166439,3184023,3916407,3858405,2464499,3368725,3471409,2593106,5801955,3293080,3918864,5378279,3000339
2021-11-03T12:35,3257979,2075476,3303797,2781152,4234770,2829779,2993845,4039783,3371329,3202871,3758669,3849957,4378208,3106639,6209792,4302894,5454111,3154016,3559278,2960867,3291626,2984950,4087567,4152277,3837825,4042974,2768262,3369499,3906793,3627662,3339722,2684755,4161177,4316172,3419843
2021-11-03T12:40,2692973,3588061,2635926,3915370,4450445,3470084,3581590,3581926,4308921,3751153,3265585,4219072,3356496,4745685,2896069,2329004,3588334,3242086,2548146,3709654,3782690,4090532,3797269,4602526,4365190,5885528,4482428,4517168,3737904,3430927,3977362,3682003,3644221,5462245,3594532
2021-11-03T12:45,2881647,2265413,3699964,4556400,5415106,3923747,3960041,4313499,5299793,2603233,4071222,4232200,2688294,4064841,2133998,3814748,4793877,2671985,4108076,2737030,3239031,3301248,3582003,3662220,4941847,5302749,2512574,3048137,2829470,3219113,2843452,3562264,4522745,4064161,5369639
2021-11-03T12:50,2592781,3314456,3039690,3074907,4613714,3260405,4055173,3475915,3715514,2821415,3151063,5238731,4239534,4017869,3407812,4029676,2049900,2328066,3225379,1992386,3034739,4205296,2899046,2367558,3592412,5560192,2223729,3965171,2910393,3597125,4573250,3930845,3241679,3698480,5025197
2021-11-03T12:55,3519915,3353173,3048484,5093490,4609458,3598741,3826704,4408402,2837018,3053897,4042431,4167261,2857492,2960631,4278662,2895742,4109727,3801960,3126310,2585982,3556829,3977509,2724476,2844497,4809025,3701979,4564924,3016821,3865508,3815462,3727747,5029124,3465336,3592025,2640182
2021-11-03T13:00,2017718,4145218,4417922,3715178,3746232,4654192,3749220,4994195,2375541,3543938,3387752,3879348,3747995,3356144,4678570,3856673,4893541,4099112,4237574,3745476,2314460,3519468,3715825,3731266,4306465,6422958,3555885,2691763,3478301,2381776,4058205,3587794,3491068,4418621,3381280
2021-11-03T13:05,2971811,2669338,5148786,3726952,3175962,3949370,2972272,5747753,3462909,3560383,2404023,2268353,5436047,3147693,2333570,3560329,5347531,4077267,2695978,2993901,3434213,4038607,3057807,2027970,3950922,5080977,4368741,3265003,4525115,2826987,5110832,3641104,2711250,4759032,4539183
2021-11-03T13:10,3455331,2904842,5124650,4042893,2820322,3465319,3607631,3834556,2808571,4218833,5226272,4187324,4245799,3863753,3683308,3968919,3571576,3970111,3324756,4557113,4176477,3429423,3524621,3091240,3777211,3286962,3748050,2531155,2308759,3682953,1968268,2231598,3737641,3967737,3614255
2021-11-03T13:15,3540183,3473620,2146669,3914787,3929281,4193731,3180736,4013781,1829857,4233523,2828495,4198273,3773585,3161832,3337303,4111740,4244639,1691112,3242714,2566848,4532433,4548802,4725279,3949801,5739924,5112799,4620993,2418050,3240341,3341749,2906975,2838245,4273884,4415168,4531403
2021-11-03T13:20,4005140,3546739,4460727,4272742,4568084,3317912,3689744,2974271,3619602,4144689,3628689,3008293,3007177,4760718,3061886,3268473,5016024,3861304,3626189,3000812,2840419,3985992,4066298,2794757,2926456,4576153,3944380,4133285,3576803,3916723,4046365,1589134,3214129,4000228,4070174
2021-11-03T13:25,3247446,2939200,2944339,5549497,4053102,4786167,3754152,4549022,3120166,3224046,3217185,2519420,4880222,4447870,5028325,4110041,3300378,3256390,3858713,3084044,4494448,2891553,3414143,2033036,3882663,4837364,3320818,2857138,3574009,4739422,4870966,3128357,4488581,3865354,2916659
2021-11-03T13:30,2390916,3990773,2864558,2684915,2955040,3702252,2722381,4514558,3399429,3638339,4108025,3877778,5095056,4936660,4448800,3582126,3711942,3026137,4467517,3408622,4175246,3212798,4051072,4035216,5275167,4350909,1660317,3329411,3412892,3727454,4751800,3948380,3769660,5112025,4503801
2021-11-03T13:35,2922955,2860883,5660030,3879178,3831518,2569220,3831278,3659257,3499125,3506214,4155651,4239228,3359211,4088063,3980296,2943133,4299022,3902339,2818648,3573010,4938114,3627006,3064714,2768629,5891873,3837425,3546774,3815927,3631813,2177655,3822683,3154696,3046815,5427043,3431948
2021-11-03T13:40,2965308,3431594,3730641,4238176,3370797,3232741,3427504,3955595,2194967,3217010,3992455,2852389,4252704,3429601,3898105,2610469,2467045,3294169,2596722,4146078,2860721,1615023,3197844,3422081,4706532,4774231,4074626,4409437,4284024,4247122,4441778,3449214,3725189,3848727,2654051
2021-11-03T13:45,3525383,3141981,3470799,4293104,3807729,3380252,2969931,4425239,2751689,2782893,3467763,3781047,5244432,3855409,3583451,1908254,3893189,3056417,3009418,3239652,3301169,4067040,3264305,2372164,4230924,4672662,3773234,3126528,4201634,3603146,4243309,2616220,3406265,4707077,4008657
2021-11-03T13:50,5211509,3519806,5089313,3136613,4306156,4702825,3631404,4082687,3426795,2682977,3407034,3625115,3981679,3311383,3877136,3127907,4968524,2962664,4031377,2852283,3939847,2877556,3815936,3378802,2000616,4898082,3314612,3664715,2938427,3696984,3066793,3124287,5223374,4213347,3119389
2021-11-03T13:55,3379467,2948912,3962705,4076343,3986665,3649640,3885394,3301610,4119320,3968643,4542587,4100130,4368683,4069062,4803205,2290983,2694174,4193613,2548564,3917764,4175449,3016477,3882511,2793699,5794742,4482912,3416181,2163137,1981134,3018648,2835703,3240150,3652057,3429561,3434252
2021-11-03T14:00,4255553,2811766,3192868,3184455,4701553,4426036,4323899,4883484,3330214,3412999,3892998,3587833,5102462,5376097,5417200,2993524,3275504,3056444,4747490,3065988,4231762,2823147,3369569,1817258,3525362,4452151,3878886,3847295,4708611,4621929,3068188,4377454,4502704,3844252,2907779
2021-11-03T14:05,2001042,3553671,4844637,2672934,3394368,2704533,5050573,4748604,3566365,3670269,3559249,4478786,4325195,3793660,4487991,5437519,3877574,3465040,4320968,2563258,3836691,2247915,3079765,2429875,3932841,3278458,3594121,3453173,3922736,3506367,3753666,3588246,3647062,3084901,3632928
2021-11-03T14:10,3428373,2665663,2968138,4449319,3895580,2806297,3755600,3198976,2992945,2067727,3183275,3399652,3713075,3860527,3168499,3496316,3039052,2871210,2561139,3148945,2653991,3146517,3250216,3456916,2022069,3766851,3981451,3873089,4439555,2840979,4099593,3580759,4234840,2988551,3242438
2021-11-03T14:15,2362572,1920465,4420282,3568528,3154354,3474258,2821873,3145759,3276999,4025349,3386894,3072803,4466471,3188249,3468730,2985623,4328616,3417633,2360613,5590302,3080051,2704410,2866174,2170066,5421944,3497154,3787332,3373924,4616889,2827485,2474665,3545593,4202841,2970342,4450166
2021-11-03T14:20,2227540,3898241,3921244,4586935,2876518,2902454,3926416,4402566,3012218,3870359,2916243,4779548,3768327,3608837,3665966,3060252,3840888,3433876,2981703,2799282,3077495,4304511,2828298,4109164,4844985,4406699,3714783,4344541,5393292,3877676,3921689,2570254,3669953,3905982,4007036
2021-11-03T14:25,3406447,2555224,2743863,3146785,3403813,3641410,4602163,3814688,3453296,3027267,4378384,2633991,3596824,4329367,3257077,3026901,2792876,3023688,3782157,4202903,3808761,3182128,4229780,3452367,3879145,3535824,3095562,3159495,2862048,4182980,4515682,4004181,4152100,4780861,3590487
2021-11-03T14:30,3889543,2745071,2976969,4900009,3288674,3923224,4303834,3582283,4501038,3357636,2444697,3631349,3614306,3786813,4233653,3506574,4120445,4526656,3885389,2763053,3714522,2712516,3832867,3558665,3423409,5039464,2673589,3743913,3416439,4458061,3665506,4040030,3031741,3772123,2767064
2021-11-03T14:35,4278798,2840440,2498673,2807677,3782285,3662388,3407458,3607147,3669363,3933666,2765612,4771529,4448305,2775147,4456104,3982974,4653663,3089678,2937082,2932486,3069782,4033270,4574295,2359478,5121085,4433092,4273489,2439711,4366565,2877167,3726663,3178091,3517044,3000523,3211150
2021-11-03T14:40,2626605,2462215,3419134,2887016,3974208,4354888,3147602,5410553,3952615,3602532,3885011,4486537,4185140,2953101,3494359,2871460,3559096,4688701,4184724,3904289,2779457,2097247,4567934,3662226,3189055,5242611,3442531,3913597,3728204,3080701,4248383,3222123,2599454,3419632,2423489
2021-11-03T14:45,2072589,3527998,3842894,3683274,4434387,4257007,2695284,3483606,2874166,4286757,3096359,4346424,4078660,4549916,1584326,4716729,4036716,3156800,2824745,2872433,3211124,2854474,2839174,2444523,3977837,3612814,2973235,1829742,2924338,3493610,3698177,3974768,3933303,2711376,3504837
2021-11-03T14:50,3616713,2522180,4211774,3421529,4336314,2685961,3732749,4066381,3417408,3463577,2326848,4952136,3640873,3744786,3732153,3562306,3649347,4024663,3787016,3021983,2564752,2265982,3351338,4464031,3265694,2793447,4543375,2276724,3937766,2102931,4814057,2818378,2607531,3653337,3559258
2021-11-03T14:55,3305497,2888479,2890285,4075151,3852352,2997347,3571578,3079007,3707462,2765016,4589697,2783943,4657641,2375800,3273383,4005382,3933875,3411841,3971501,2294514,3171317,4985655,4196039,3230781,3151420,3638809,2908949,3172179,2676826,2641201,2058852,3092430,4560881,3827697,3753002
2021-11-03T15:00,2509391,2610413,5177486,3599719,4270485,4106790,3228871,3736326,2532426,2722894,4609776,2490183,5484771,3812632,3509588,3233420,3397683,3380537,5186624,4201758,3134261,3326391,4260307,3468023,4524128,4193252,2172680,2966232,4069142,2876227,3816815,3714505,4326543,3240168,3811941
2021-11-03T15:05,3430541,2542340,3500338,3713107,3595555,3024828,3220643,3508131,2663314,4926342,3157066,2837973,4072290,2998025,2848610,3415617,3880215,3588175,3847762,4227175,3796465,3100104,3291428,3292465,2578298,2951493,3332427,2834581,2612980,3639042,3630135,3811154,4545178,3699551,3926014
2021-11-03T15:10,3259472,2081596,3875717,3637896,3879827,3723676,2605173,4794520,3876285,3987694,4423442,2513287,3824955,3517859,3225669,3453414,4412550,2432873,3231516,4099761,2951557,2883865,4036353,3670318,5288594,3940878,4224108,1917313,3914514,2848534,4354292,2546648,2402461,4532991,3312604
2021-11-03T15:15,3252798,2737918,2966136,4068467,3828126,4015033,4483931,3204390,3652559,3481528,3449056,3928255,3393288,3300658,4492756,2852297,2838679,2858424,3228610,3277619,2936666,3818587,5505984,3764998,2721027,3602134,4550315,3499902,2751364,2792978,4628037,2387100,5433560,4091170,3624548
2021-11-03T15:20,2142921,3944209,3582188,3910804,2814386,3368637,3374044,3311896,2449317,2932560,2944418,5087956,4986065,3803336,3933168,4311986,2479892,3034945,3346478,3708220,3677154,3201680,4281136,4001824,5039197,5132938,2348511,2690206,5004987,3705252,5690703,4100787,2903993,3542908,2907804
2021-11-03T15:25,2925330,2113019,3483158,3229106,3330625,3187996,4147861,4798291,2553536,3097771,3653388,4339015,3813498,4847946,1746710,2736277,4042665,2638458,4185964,4382181,2668683,3584566,4568866,3597746,4487876,4352517,2652519,4065081,4050591,2787040,4755927,3666068,4196073,3562292,4253908
2021-11-03T15:30,3426615,2211570,3979481,3170692,5504965,4632078,4567561,3974312,4017603,3560303,1963861,4372908,4579841,4085084,3259249,4977061,2212170,4155286,4398149,2543421,3685661,5028673,3070075,4405957,3335612,5455666,1884679,1773439,4649647,1471379,4511475,2324277,4936943,4403324,2392137
