mtime,AB,AL,AR,BF,BO,BV,CH,CO,CZ,DI,DL,DM,DO,DS,EF,EH,GS,H,HI,HP,HS,HT,HW,HZ,IU,JR,K,LO,NS,NU,OV,P,U,VW,XY
2021-11-07T05:40,3436911,2907739,3472198,4127438,3079986,3746267,3106046,3843867,4775897,3866863,2712399,3597230,2872284,3093678,2866276,3809167,3286667,4367410,4270080,2089834,4353359,3606783,2945538,3896900,3498070,4777462,4572453,4512723,3662221,2779771,1866413,4684551,5361761,3605408,4247413
2021-11-07T05:45,3534313,4961120,5254841,2370331,3234580,2797405,4611434,3755659,4696964,3727895,3390940,3582965,2656009,5685177,3812401,3313102,3843473,3732003,3649885,4337498,4522136,2586046,4475905,3801392,3578729,5315734,3927336,4256649,2669585,3874443,4504232,4426243,3604405,3946925,2904044
2021-11-07T05:50,3258069,3473741,2127334,3843301,2970989,3980766,3556214,4635718,3197584,3886313,3270660,3198363,2685433,3138099,2994835,3107205,3595430,4285213,4555068,3448224,4341197,3860226,4256948,5188329,3359641,5660235,3791305,6302448,4346730,4308156,4897030,4432367,4337320,4635342,1892024
2021-11-07T05:55,3036559,3512061,3589981,2310794,3118725,2752895,2884631,3079926,3879364,3128556,3831974,2913844,5183590,4022437,3811276,2229105,4635869,3295019,2773143,3502307,4837724,3145942,3986265,3307948,3320893,3663449,4447695,2996096,3849267,3521419,3943493,3321703,3088521,3733493,2683128
2021-11-07T06:00,1586806,4115189,5054235,3002246,4773206,2434099,3361139,2431852,4107026,4564082,3743748,3678649,3576396,3788533,4023037,4689512,3930346,3049926,5022059,4481588,4378796,5172917,5230070,3685952,3580965,4613124,4339177,2535707,2980893,4770639,5832877,3918243,4414721,3880567,5691496
2021-11-07T06:05,2808494,3576004,2940894,2143164,3122871,3092013,4309652,3117029,3319324,3847063,3029737,2640035,3310130,3611789,3909244,2545614,3356216,3019076,3122742,4182919,2248688,5276031,3856734,3379898,2979383,4290270,3413389,4993117,4478345,5951954,3465810,4385333,3009415,2917099,4671551
2021-11-07T06:10,3588419,2941593,3865832,4198737,2874664,3715861,2736785,4781131,3158855,3821539,4008184,2751913,4342711,3098717,3669649,4246196,4365129,4224833,2642863,2029238,4756421,3917470,3046208,3602698,4568459,3245924,3844653,4346455,3947685,5548209,4612141,3185323,2978793,3451038,2836778
2021-11-07T06:15,4175261,5118708,3709027,4418214,3417646,2455620,3661053,6276746,2722633,4999006,3484036,3532195,3976364,4299578,2301727,3960490,4729331,4644391,5631122,3988845,3904457,3567325,4911192,3799168,2656670,3664538,4056501,3236263,4752283,4507956,4642932,3978260,3774489,2871167,2861322
2021-11-07T06:20,4033429,4198527,3683770,3281789,4788549,2987189,3622118,5297770,4377785,3693996,2534732,2912536,2382418,3422559,3342111,3905859,4588972,2794018,2381339,4237688,4176679,2700378,4154691,3664964,4206867,5186436,3937635,4027893,3910025,3729639,3838524,3133081,3804010,3313416,2946078
2021-11-07T06:25,3196789,2191061,4179118,2164227,3310180,3302608,3446038,2501612,2889472,4733333,4510136,2293926,2588429,3956926,3150116,2470823,2340210,3660330,2727263,3755407,4346858,2916024,5406864,2772062,2495817,3870031,3538326,2768898,3138631,3782343,4776949,3703504,4821931,2922764,3207912
2021-11-07T06:30,2799444,3645836,3306784,4270144,2151044,2621103,3986068,5279777,3853942,3365533,4561200,3190961,2797161,4712652,3610806,3626195,4266972,3706471,3816357,3699500,3111316,3905649,4943560,4639979,3476257,4300756,2122714,4066961,2984730,5006666,4698806,3611714,4949946,4190114,2902500
2021-11-07T06:35,3592157,4211526,3451470,2783226,2363064,4520898,2869425,5134395,3390236,3645912,3703210,2440657,3902009,4239935,4052136,2273078,2977864,3686003,3664525,3617731,2830365,4469751,4408591,4048085,3673994,4597032,4916897,2285839,3516537,2988259,5381915,2946600,5118252,4396766,3992149
2021-11-07T06:40,3778944,3066233,3085311,3344329,5368428,3916691,3780501,3590875,4629776,3493804,4511160,2003806,3608376,2961524,2523514,3258280,2930330,3923118,2240817,2610016,3967696,3372038,3471255,4944880,3882307,4837484,3266578,3892925,3648294,3411507,4168941,5326194,3300361,4446653,4850565
2021-11-07T06:45,2654570,2711550,3385427,3478908,3079008,4250895,4163102,4897687,2679122,3949099,2514117,2489165,3313359,4589876,4094367,4103222,4700091,3695372,2799698,4072059,4417152,4458349,3884046,3361012,3799562,4963618,4699295,4254253,3880378,4544353,3083637,3512127,2765889,2882815,3034556
2021-11-07T06:50,3405803,4562244,2853547,3563123,3700931,2552614,2826916,5308511,4641103,5363260,3300743,5360983,4097480,3809846,4378317,4304379,4133601,3089726,3358588,4280317,4037481,2739408,4052123,2820744,4836614,4565997,4271201,4063587,5147353,3709660,2877224,3299053,4070916,3592276,3039014
2021-11-07T06:55,2915047,3164356,3260076,3681770,2694257,3982919,2469888,4835833,2624044,4178488,4746173,4792221,2322573,3791372,4529181,4836579,2323092,2304233,4337669,4366188,3712501,4270842,3614048,2288413,3080429,6433824,3753186,3369845,4387345,4374349,3816893,3694895,3956195,2700843,3096864
2021-11-07T07:00,3258880,3146870,3447750,3331476,3837394,3951382,3516807,3976439,2955710,4248021,4104625,2155491,3612170,3639812,3963566,3723638,3893024,4622737,3344397,4848978,4005854,2923723,3695555,3282316,4068824,3843456,2765745,4155683,4536000,4154503,5021203,4284787,2678246,4115309,4148333
2021-11-07T07:05,2887488,2254834,3555363,3590903,3019767,1808713,3815360,5066884,3533829,4085631,3994734,3109410,2763158,3337329,4829722,4604520,3773839,3687846,4353750,3398953,3838864,4320334,3456360,4717401,3974635,4892434,3637202,2355532,4111427,3657260,3310584,4199875,3969000,3652386,3961672
2021-11-07T07:10,2277329,4320611,3770645,2468475,3995524,3236114,3647556,3587350,4133418,4869937,3315301,2901509,3486621,4330117,3765892,4775349,4142003,3529896,3825832,3917280,4434683,4253253,4054233,4296114,4156333,4999749,4333728,3188346,3952573,4495745,2632039,2264550,2959535,3932739,3558345
2021-11-07T07:15,4119877,2925087,3563687,3927499,3658055,3883686,3071802,3958437,4244563,3388597,3602465,3492707,4402627,4859461,2934917,2879112,3568205,3513483,3328773,2068511,5222613,4716773,5451007,3547673,2867163,3418992,3678842,3071503,4310850,5049597,3095354,3927299,3868377,3090722,3153258
2021-11-07T07:20,2795453,3358096,4170837,2757529,2755170,2849701,4907450,4800835,3638197,3868691,4044516,2826118,3439380,3782428,4149814,2756475,3432288,3117144,3901871,3863365,4561343,3437282,2698662,2968763,2884705,4126960,4605462,2536178,3098986,3851800,3524631,4041952,3176240,3151578,1879275
2021-11-07T07:25,3027450,3531069,3227124,3131662,3213329,3236729,4423228,4725778,3069649,3591201,2554986,3491991,2242471,3666707,3208254,3536200,4568182,3685185,2728068,2844611,4393877,2827592,3252264,4081285,2804451,5272738,3474149,2175023,3237550,3237831,4824713,5107348,4289709,3803645,4261316
2021-11-07T07:30,3441887,3627986,3942972,3279291,4023198,2864456,3688082,3229262,3600939,3748082,3145621,2413224,2274331,1899339,2284349,3475782,4687610,3401175,2717297,3498871,5655957,3743108,4729699,4254473,4559321,3620288,3616440,5100978,4123102,4886019,2896794,4035928,5171271,1900320,2952413
2021-11-07T07:35,2603537,4399718,4695478,4222115,3317535,2830901,3667617,3061213,3787790,3512811,4370001,3744231,2968954,3843127,4280085,2487414,2982293,4272296,4246064,3738808,3964084,4939615,4297304,3077457,3949340,3551316,5185556,3618493,3826359,4320528,4380390,4445466,4614662,3402191,3526389
2021-11-07T07:40,3354843,4273316,4772921,3967298,3521551,2955595,3522530,3894152,4931995,4317276,4367741,2958484,2706254,3468833,3136907,4456986,5504314,1295095,2784212,3257456,4098650,3145117,3499983,3475119,3574506,5211425,4912580,2811935,4839073,4349577,3047086,2099503,4395766,2539277,3329496
2021-11-07T07:45,3879332,3099756,3278303,3522240,2710839,4636271,5360473,4310391,2781030,3504135,3724120,2109314,2277600,4395568,5061891,4745572,3755387,4417413,3590804,3576767,3971670,3981501,3431556,3896933,3025927,4532242,2571491,3092507,4751179,3130750,4150509,2623926,3861667,2939483,4869712
2021-11-07T07:50,4609026,3555279,3892975,3741138,2334638,3067905,3842491,4263336,2996460,5022029,4474885,2199767,4551997,3875696,3867158,4856889,3819883,3269016,3805076,3579405,3462956,4189678,5714044,2442702,4107275,3849704,3749756,2616096,3746492,3776714,3121334,2710749,4892065,2723569,3546695
2021-11-07T07:55,3211356,3960611,5159726,4156017,3176850,2978487,3183129,3550620,4013102,3094094,4553531,3848080,3162187,3698115,4683834,3936356,5061227,3931681,3049054,4460481,3967388,3165195,4448330,4712128,4337485,4394512,4463808,3391607,1903428,5066304,4678928,4095705,2844837,4651895,3378083
2021-11-07T08:00,4128709,3861118,3473934,3575092,3146282,2596605,4640791,2675805,3771954,4377703,4456010,4623610,2957335,3298502,3466089,2145819,2953723,3388989,3015158,3041697,3910657,3996082,3032459,3054284,4223917,3421363,3688509,3657366,4239775,4907883,3401405,3017322,4777146,2680568,4425018
2021-11-07T08:05,3280871,2673718,4834228,2562325,4237117,4369066,4004628,4372298,4818817,3811281,3687367,2854469,4374367,4324367,4112484,2817823,5228494,3086998,2181569,4633926,4029775,2448659,3076680,4154464,4966680,4088811,4762595,4397882,3362346,4443510,2908482,3485312,2704756,3116237,4671754
2021-11-07T08:10,3077164,4004579,4264528,3785833,2769148,4048918,4761683,2972562,3844617,4796078,6385601,3361318,2656229,2252129,4567037,4269152,3815333,4403209,3100495,3807418,3024825,4575615,3483112,4494852,2271835,4134336,4083495,2752042,4580585,3755109,5226039,3361329,3831531,4034342,4546478
2021-11-07T08:15,3603769,3811970,3787289,4033856,3518579,4030594,3157988,2974471,2909772,4023331,3291397,2296475,2550728,4401428,3074090,3282393,3841706,5070794,3888757,3884045,4697356,2691436,4559928,4690508,2230317,2511331,4255410,4737715,3344484,1701383,4568319,4445471,3889440,2659082,4647378
2021-11-07T08:20,3188871,3541475,4511230,4909554,4127319,3235678,3228565,3676174,3083980,3616497,2911041,3421369,1631089,4106106,3863264,2789165,4542635,5058994,3990750,4331735,4301179,2725418,3139218,4250884,2672242,4187080,4136820,3922636,4523988,2937089,4519129,4462625,3674287,3582196,3406400
2021-11-07T08:25,2449192,3919930,3212190,3210966,4456749,2560108,2395369,4155126,5423547,4784645,5107026,4063771,3881408,4320953,4352487,3043205,3835611,4538263,4253781,4312761,4665825,4692829,3361819,3216292,5008882,4346498,3080409,3185054,3878933,4715360,3128986,3276972,4629432,2665206,5657579
2021-11-07T08:30,3122092,5257040,3598535,3610176,3614318,3440640,2854134,3831521,3430696,2971560,4837533,4434878,3381392,3801874,5308690,3952251,3466205,4144355,2185319,3892373,4867203,3953507,2118358,3092745,2498761,4031045,4654148,5006426,4786256,4520282,4219854,2978856,4245968,2781718,4328301
2021-11-07T08:35,2778230,4663174,3591298,3566165,3731659,3675247,3979112,3420717,3517372,4961913,3895161,3333942,2902834,3652921,4600977,4690891,3608759,3332971,3924099,5297634,3726869,3699295,2918931,4613741,3771072,3884328,3887619,3235963,4273649,4702538,4961588,3368752,5003634,3837113,4525343
2021-11-07T08:40,1615275,4966894,3527834,3892030,3428418,3255871,3749558,6203214,3361351,4323636,4311828,3567046,4135557,3662910,3105662,2836393,5307587,3205316,3689609,2669051,3247029,3606981,3705184,3963209,4206131,3252502,4206529,3382209,5379958,4182086,3204204,3462307,3988429,3048788,4172543
2021-11-07T08:45,4175135,5526177,4892163,3447196,4099173,3489963,3369828,3345401,4325766,3486818,4648809,4632201,3383726,3148109,2917159,3765794,3166445,4584868,3627738,4857609,5021770,3973278,3435372,3854177,4758532,4347958,5465725,2831448,4772932,3338510,4554515,3738559,3584073,4126006,4482317
2021-11-07T08:50,2879170,3074821,3674479,4224132,2898152,4054941,3898281,3211760,2740076,4578759,2607464,3715660,4089737,3109233,2952193,4137036,2909703,4012253,3415912,4052939,2602596,3842582,3833085,4661311,3696600,4777754,3395454,3637568,5109054,4204855,3211936,4068673,4192281,1288722,3589101
2021-11-07T08:55,2892016,3925402,4283047,3577444,3718233,3534874,3809703,4553120,2312875,3709238,5769052,3626021,3468093,4176060,2859037,3709820,2204951,2943308,2856785,3411875,3082519,4297464,3610302,3977927,4042010,3991328,4231483,3365252,4530714,3664886,4572804,3373737,5373199,2807899,3201933
2021-11-07T09:00,3716020,3842464,2965256,3215154,2562178,3031387,3247288,4193840,3310304,3949902,3395683,3651844,1810913,3353526,2747703,2853389,4325180,3058926,3443988,4160376,3880736,2105994,2837253,3577729,4067689,4789116,3002455,2879683,2440851,3247566,3155221,3329377,5217408,3735451,3939864
2021-11-07T09:05,2787926,4381685,3961103,2857190,3493391,2845049,2984827,4414606,3623498,4126442,4163930,3253473,2773318,2916649,3369666,3973312,4140870,5081869,3257452,5013877,4782054,3382900,3095600,3436620,3466703,3218192,3233965,4543326,2882404,3880110,3981602,3567096,6272346,3085659,2105616
2021-11-07T09:10,3188048,3109263,3855686,3647526,2995029,3418499,2451814,3724922,3805558,2669121,4228745,2971907,4579015,3200533,3472237,3531993,5510744,4656136,3840151,3181802,4360604,2867904,3588491,4122296,3433350,4286547,4747796,3856337,4607882,4364989,4171069,3052285,3498134,2808273,3343290
2021-11-07T09:15,3343961,5300478,3742899,4789101,3748593,3440164,4393649,4925453,3311555,3923757,4370793,3266266,2423883,4133135,2822339,4201112,3121110,4603709,3407385,3783164,3791594,4550732,4596118,3884098,3937436,5061806,3304982,3651396,4063807,3434710,4070332,4402984,4666007,2717392,4301970
2021-11-07T09:20,3688937,4006778,4075058,3166328,5392971,2330190,3949892,3655353,2484440,4897955,3983398,3183872,3659234,2619369,4856115,3250049,4109016,4678672,4514459,3826193,3368778,2562979,4011998,4051594,5113528,3470363,4373181,4984782,4365750,3407844,4028964,3299983,4298665,1722852,2364032
2021-11-07T09:25,3002044,4109796,4718023,3468104,3256863,4542835,2542647,4360290,2417944,4334351,4874881,4455536,3190359,4380116,3731767,4775251,2201819,2981620,4122586,2657228,4000138,4739813,2788334,4359227,3390884,4342172,3050162,2998064,4578314,4447113,3708733,3021021,4094050,4503603,3183093
2021-11-07T09:30,3359168,2043358,3432454,4475395,4190237,2882560,3053730,3685196,3456985,4572512,3762542,3165089,2828465,2927334,4079356,3642146,3129054,3267602,3310736,3741691,4041298,4465090,3208160,2941597,3003087,5458820,4046233,3686126,4026988,4629660,4967107,5676051,3730699,2911345,4830240
2021-11-07T09:35,3181912,3893520,3492495,3508962,2693678,3628288,2836326,3540259,3945698,4777157,3656135,3368553,2606571,3578242,4676012,3046552,3938514,3838271,2478822,3049972,3090960,3416206,2621744,3785967,4918725,4265723,4601156,3911162,5794163,3676479,3649653,4793383,3967486,3635550,2224601
2021-11-07T09:40,3428157,3539258,4601739,4085994,3808439,2855696,3167205,3793806,4307609,3950568,2428442,2486506,2733151,4402790,4976682,4042697,3884031,3573858,3050658,4457891,5051417,3894161,4351642,2576737,3684363,4645300,4090851,2584863,4063877,3961632,3998044,2467712,4567550,4328089,3256145
2021-11-07T09:45,3218370,4630571,3534314,2893205,2797143,3040360,5034979,4157032,4853377,4443425,3653077,3836075,2253989,4098764,3328143,3579796,5135117,4507378,4308053,3496038,4356770,3489193,3001786,3975838,3605680,4694392,6154988,3671336,4294405,3737064,3905930,3822008,3653607,2951936,4402167
2021-11-07T09:50,4256686,2811613,3361503,3281997,2458603,3317589,2688570,3934243,3376173,4226186,3347638,3491865,2742590,2918917,3836691,3234707,3301557,3289190,4844508,3740080,4229787,4525145,2590861,3030017,2927155,4647258,3565817,4663953,3994518,3905170,3206987,4106512,4129500,3017048,3931071
2021-11-07T09:55,2382721,4846450,2367517,3925730,2833541,1885640,3768982,4455395,4333308,4177598,4670792,2979407,2734787,4086667,3492969,3960612,4840807,3625039,2312979,3367333,4685933,3286028,3982263,3912007,3254073,3580497,4445586,3516607,4238064,3973281,3060217,3007784,5081501,3203222,2844065
2021-11-07T10:00,3684513,3138190,5280222,4698817,4773576,3150653,3356050,3976346,4757203,4888657,4327274,2381427,2977603,3560206,2973550,3286579,2946261,2663587,2970679,3458933,4276896,2552930,4098979,4688711,3152228,4323528,5345373,3182662,5194692,5186614,4063956,2985618,4809730,2993111,4326129
2021-11-07T10:05,3231738,3353431,3219714,1161644,2860349,2463147,2815610,3617323,3286920,4034926,3979965,3518496,2102576,3365262,3742039,3382705,4201794,4254762,3955951,3415505,3803633,3175753,3026361,4995513,3129774,4808813,3037181,4330995,4388781,4623431,4534550,4229319,3969060,2587876,4019202
2021-11-07T10:10,2897332,3910484,4099574,4337830,2920201,4527253,2700796,2881354,1907808,3640476,5047397,2440033,4435792,3448384,4212137,3487402,4931674,3440884,2896472,4872032,4790562,2532365,2397054,4509691,3995024,4584086,3589640,3474731,3702425,2996930,3010665,4123011,3098236,3498381,3898295
2021-11-07T10:15,4667078,3542558,4665459,3601466,4146126,3366362,3326945,2740518,3778014,3501796,3512765,2913448,3622978,3820010,4068598,2104281,4383912,4253925,3413141,2460717,5247319,4258727,4537903,4094577,4153543,4619105,4657235,3025908,2306455,4027888,3654588,3996691,5615255,2516831,3221923
2021-11-07T10:20,3784528,4117416,4080469,3735204,3171053,3727175,4001450,4409909,4050225,4063142,4281935,3487567,3137020,3411865,3635526,4161317,4113635,4068477,3721142,3223862,5251130,3786703,4057725,3625228,4720265,4806645,3437466,3878418,4785986,4535272,2335146,3685580,3554693,3623764,4361226
2021-11-07T10:25,2682416,4426696,3856768,2583665,3509179,2494799,2478679,3989330,2826334,4316324,4637780,2487874,3309669,4408920,3559437,2669918,4179726,3363827,3565820,2756761,3027282,2016095,3084511,3585521,3643074,4074568,4651071,4347166,2465464,3515659,4094702,2949224,3571373,3331243,3338037
2021-11-07T10:30,2818671,3473537,3116093,3499034,3073181,3032642,3536707,4470182,2325219,4509872,4429829,3516050,2829170,2904020,2504947,3478825,3629887,2611146,3146018,3956022,4136788,4386731,2939744,2549091,4558459,5816554,4281542,4913475,4890079,4724252,3516575,4689812,4123131,2012044,4331216
2021-11-07T10:35,3691891,3334779,2976914,3710974,2968167,3550040,3922283,3383348,3789328,3879874,4187046,3424507,2892847,3467335,2492639,2702906,2496930,4466646,3504672,2784985,3581700,4387952,2295749,3438821,3600698,5333856,3621711,3351339,4755065,4085227,2753583,4093259,5677082,4648707,2795253
2021-11-07T10:40,2661840,2931891,4251959,4363581,2396827,3003826,2769528,2154195,3098511,2915707,3023080,3341309,3504705,3516473,4839390,3254408,4438879,4202821,3818959,4015946,4352367,3798845,3338251,3593235,3352018,4411336,4476130,2339741,4879241,5356944,3145237,4302540,4707878,3443380,5014530
2021-11-07T10:45,2675481,3110177,3692468,2775749,4410332,2544330,4569091,5890067,3256321,4090941,4969805,2731502,1808263,3647232,4927942,3879201,2816660,4714065,2382070,4605210,4829669,4354260,1885915,2944142,2515564,4242646,3477674,3949873,4704675,4814266,4573363,3984345,3836064,2798108,2870454
2021-11-07T10:50,4867633,4598374,3284675,4129187,3789285,3568863,4226897,3424894,3506597,3176861,3626498,1695510,4097765,5314784,3642383,2263792,4154231,2673243,2318107,3682628,3876077,2681014,5254118,4157817,3416060,4215285,4288393,4433154,4362525,5092773,3464793,3534790,4568158,2996528,4246723
2021-11-07T10:55,2651598,3893221,4114495,2617263,3998773,3310548,4227175,4613090,2356668,3633257,3482723,3059304,2717845,1823808,3470731,3789191,3656622,3096353,4321392,3656293,3821991,4980164,3513623,4092050,4286723,4184434,4208216,3901223,3437688,5190442,3783137,3340269,3602054,3677821,3915891
2021-11-07T11:00,3862145,3453924,3738213,3724561,3950566,3415191,3557272,3173541,3812193,4072081,4987234,3586200,3181926,3347681,2420844,4135393,5252542,3332708,2915872,4635285,5314843,3897273,2872121,4817330,2814570,4973810,3738756,2513729,4059374,5262877,3538345,3839767,3981820,2848368,2901412
2021-11-07T11:05,2731596,2782522,3497095,4584220,2416850,3789383,3837569,4124110,3490018,3155003,4892055,3496570,2421160,4792107,3733853,4265951,3757869,2723684,4409574,4527164,4023195,3643617,3287708,5177151,3160165,4195199,2806066,3466048,3047549,4990642,3675491,4152850,3845687,3028527,3460851
2021-11-07T11:10,3148432,4563554,2886001,3769715,4661802,2400983,3377885,4509526,2975031,4072817,4481902,3702401,2652375,4200786,2451306,2656618,4131883,2974998,3984745,2766648,4297846,3653884,3587101,3850216,3704792,2972045,4078325,5896067,3552988,4214179,2933340,3201400,4060330,3696742,2568327
2021-11-07T11:15,4080371,5053278,2790547,3802247,4085605,3053764,4145675,4252323,3572796,3497356,4627299,4664091,2911583,4837953,3844083,3642434,3972814,4432533,3584654,4615160,4772035,2401624,5357791,4399529,4234297,3353068,3682132,3529841,5404382,5214677,3433651,3327305,4019853,2620017,3195836
2021-11-07T11:20,3619571,4270756,3601415,4759262,3247042,2898333,2937087,3519171,4150201,4311848,4898129,2809449,2467844,5703356,3250428,2852346,3655756,4428326,2556173,4624319,4421489,2447423,3613220,4908082,3307248,4445986,4429775,3017616,4827761,4369778,3818014,2802662,4156030,4058002,3923686
2021-11-07T11:25,3557661,4570352,3127490,4075137,3373921,3406960,3072882,3267627,3304627,4366648,3671102,2638467,3657866,4748317,3355849,3677714,3037969,3593850,3649684,4040645,5217783,3623314,3986262,3620402,3357303,3707261,5040218,5444424,4519654,5067353,3999545,2842984,4251338,3980175,3227445
2021-11-07T11:30,2780712,3985319,3538337,4099533,2010065,2814685,3742833,3838488,3435830,2821789,3526757,2872198,3151365,4049721,4537379,3712241,3050993,3246881,3068185,3172415,4096038,3690445,3685971,4117071,4290263,4769719,3819719,3246776,3790835,2981015,4088616,3498706,4555210,4083575,3456000
2021-11-07T11:35,3620675,4326658,2915752,3448149,3676792,4196242,3960436,4907684,4335773,5700746,4169970,3520123,3472850,3667067,4525487,3080565,4248877,4765142,3462376,3336974,5754253,2937048,4528736,3730332,3938669,4074631,4217727,4250193,4141239,5910844,4341946,4225853,4867013,5297951,3053898
2021-11-07T11:40,2135397,3820678,3326442,2379941,3654672,2890294,3504129,4077804,3456427,4445508,3294117,3219024,2965055,3596356,3224163,3754811,2673220,4347038,3669333,3487048,3256605,3638871,3754718,4357373,3902565,5386568,4924728,2630654,4591144,3988749,3851047,3207827,4481889,3406257,2822628
2021-11-07T11:45,2432970,3605873,4079458,3361201,3862759,2446471,4211659,3861991,3957133,4288909,3401310,2616029,2586542,2880588,4109781,4970499,3204731,3037057,4258247,4126612,5613637,2618106,3841004,3944900,4499859,4012069,4060840,2895706,4583819,4632906,3140512,3089042,3806159,3167141,2973489
2021-11-07T11:50,4249962,3005943,4926290,2785908,3266938,3762274,2993638,4062704,4280390,3700983,5147808,3647679,2843211,3708545,3350293,3941367,3607809,3539960,3519026,4539927,4760746,4172626,5775873,3467010,4432915,4991153,4122506,3124311,3768444,3834103,3370575,5068362,3945070,3695641,3170211
2021-11-07T11:55,3003380,3799173,4008183,3245571,4006936,3298832,3229355,3542274,1642494,5413254,4563603,3139331,3457373,2706038,4661646,4073338,4499383,3717943,4174513,4864709,4426019,4681566,3442207,5217249,3314418,5202240,4279188,3063231,3176090,4335701,4287086,3309949,5090999,4607286,3072616
2021-11-07T12:00,2863062,3881394,3118476,3429630,4256693,2614109,3274603,3784494,3678453,4151536,3798369,4310856,2424439,4537787,3239259,2561349,4269718,4675109,4889692,2834881,3055293,4357741,3591933,3737217,3918180,3160353,3558859,3565588,3916844,4671425,4215652,3545401,4724927,1827433,3306673
2021-11-07T12:05,3905699,3255490,2758317,4332762,4021158,3310161,5306110,4247424,2534433,3580179,3979497,2378097,2885135,3071077,3272445,2158904,3975492,3153181,4309544,4079463,3762550,3383123,2670236,5047013,4736211,4291757,5099263,3780289,4228968,4517839,3452346,5009183,4463862,3935614,3847164
2021-11-07T12:10,2986489,3829734,3542535,3256886,3923355,4050078,4847584,4961134,3576416,4322734,3455994,4437823,3379038,2783531,2539213,4745822,3848526,4328165,3458133,3859116,3339021,3105349,4479853,4027922,4276933,5127843,3681660,2557234,4071777,4555257,4881260,2991842,5083997,4038389,3809500
2021-11-07T12:15,3161653,3488443,4090433,3988266,2540668,3454121,3920039,3885159,3647166,4392599,4854802,2760125,2513859,4521250,2382116,3752120,3993131,3551934,3747318,4806902,3663341,4499255,2506298,4214735,4397507,4047111,4946952,3641385,4232492,2753400,3657068,4732051,4782672,2492541,4229968
2021-11-07T12:20,4046209,2334621,5190738,3323396,3105787,2049358,3090368,3130593,3695419,3834826,4568270,4149524,3000775,3609098,4725538,3353638,3082424,3079320,2197599,3879674,4210928,2541492,2700634,4140106,3676763,3894070,3940947,3353466,5497549,4028873,3028646,3247649,4308674,3107946,2898905
2021-11-07T12:25,3345612,3972961,3788869,3421950,3574005,2400938,4384573,3871151,3046930,3603833,4688932,3047633,2912499,5230086,2887883,3288839,4712717,1947715,2606169,3900189,3518975,3067567,4068192,3375874,2539652,4331869,5645346,3277313,5928786,4697018,3952382,5215157,2759104,3140690,3894944
2021-11-07T12:30,3218315,3999370,2789480,3159672,3565688,3270428,2762867,4253754,2551710,4343583,3893691,3814606,2375116,4340395,3765984,4088584,4051843,4001544,3874936,3996835,3444975,3284293,2599477,3264856,3485749,3557313,4623966,3355438,4240439,3606122,2850817,4492449,3108906,5007361,5987551
2021-11-07T12:35,2689277,3477660,2639109,3695444,2723143,3855576,4102516,3257197,3241125,3730805,4143738,3126638,2970713,3509734,3611133,3110473,4306793,3707618,3813899,4904480,3078005,2605924,4105530,3892885,2982193,4643882,4211123,3345869,3363076,5473574,3391846,3606427,3427898,2755546,5245369
2021-11-07T12:40,3503797,4312889,3038866,3661753,3708617,3484388,3617774,3646314,5773096,4716470,5291806,3317088,2401908,4494242,3469707,4648681,4982815,4105261,2325310,4028619,3231314,3330151,3974844,4507756,3481737,3560894,4239455,3323683,3790840,4652321,3894744,2929161,4136911,3845983,4219133
2021-11-07T12:45,2551943,4128488,3689736,3611069,2380082,4389936,3441007,4627680,3835915,3899810,3318810,2988078,2470028,3286822,3333022,2546099,4287550,4262533,2029702,2355026,4653786,2870332,3493889,3551977,3472499,3379192,4166600,3171537,4710879,4237138,3381713,3821153,4226950,2518075,4631502
2021-11-07T12:50,3438627,3071225,2894679,2590681,2877490,3449771,2965397,4609329,2779427,3205095,3791237,4285218,2781634,1580227,5209972,4524735,4492878,3385411,3883884,3013330,3820307,3498138,3918373,2217599,3823249,6117052,3305584,4047986,4479731,4401210,4683381,3769055,4987709,3228808,3656150
2021-11-07T12:55,3172776,2912297,4228757,4222516,3458903,2824743,2659654,3575290,2823691,2902593,3737321,2124965,2834184,4982088,3737852,3098980,3802168,2585404,3848945,4891818,4924466,3059257,2687255,3689070,3398418,3452401,4090043,4083545,3527670,4009443,2704459,3866169,4636233,2604457,3347672
2021-11-07T13:00,2695666,4570379,4231039,3190266,3057322,3095557,4129780,3404198,2282748,4376836,2606766,3555219,4705878,4986753,2792683,3133573,2445581,4219986,3192643,3802859,4808197,3029522,4394123,2976329,3786843,3718619,4052310,4126264,3662989,4141755,4738489,4201587,4137668,3032263,3017423
2021-11-07T13:05,3209832,3127741,4129468,3546002,2051577,3957241,3079292,2765737,3395060,3416607,2643046,2365846,3402561,4322201,4091203,3409053,3999119,3665384,3783900,3965412,3905163,4567901,4097477,3616301,4719149,4367533,4272371,4304436,3452165,4675842,3954474,3023058,3214674,3018023,3870484
2021-11-07T13:10,4601590,2709237,4456901,3738457,2814570,4474752,4891030,3763725,4032199,3491390,4046038,3312219,4179127,2996410,2166793,3542763,4115256,3483845,3510641,3180275,4977655,3111605,3862451,3101287,3569531,4419137,3811162,3496988,4135119,5422700,2543881,2806313,4012339,2661206,3163101
2021-11-07T13:15,2592747,3534329,4973984,3537947,4427324,3100472,3635273,4699307,3745806,4944608,4239369,3242634,3314480,4306517,3048103,4414992,3750279,3534640,4727702,3491300,3941925,3064385,3790413,3129275,3081065,4188243,4100756,2785336,5307565,3247635,4445051,3199027,5880940,3765095,2190329
