mtime,AB,BF,BJ,BN,DG,DQ,EL,GN,GW,HP,HT,IJ,IQ,JZ,KN,KO,QR,S,UY,W
2021-11-01T21:40,2306412,1762874,2300696,1733447,2808854,1838327,2124439,1951069,2762677,3547133,3322978,3005516,3536185,2571686,2187605,3426488,2887325,3417583,2378245,2601121
2021-11-01T21:45,2476395,3734180,3700252,2936909,2427478,1310362,3327940,2516496,2078062,2904999,2699983,3225139,3326401,2048324,2090312,2925371,2555452,2400657,2274345,2198673
2021-11-01T21:50,2868678,1715698,3386540,3560272,3035437,1640361,3601494,2398846,2657704,2547296,1813635,2646176,2330562,2048019,2925356,2826327,3486911,2509633,2531274,4137191
2021-11-01T21:55,2089901,1943650,2317612,2134462,2828961,1775310,3161830,2484231,2801640,1401136,2263616,2204625,1510921,1102005,2504479,3149003,2485715,3951311,2048937,3694462
2021-11-01T22:00,1754457,2375880,2932539,3233309,3061234,2214388,2440777,2520929,3807070,3750494,1721154,2835895,1588410,2898511,2083877,2097859,2560811,3357982,2346328,2073754
2021-11-01T22:05,2139583,2110667,2487033,2356790,2251019,1517493,3279170,3215960,2721764,1963931,2603824,2031267,724784,1657997,2922779,2946932,4819583,2248482,2935782,2570172
2021-11-01T22:10,3040629,2598846,3545195,2236220,2464693,1775326,2091083,1690462,3149836,3394306,2335311,2750652,2461905,3333519,1968848,2822762,4505050,3348753,1904747,2449886
2021-11-01T22:15,2445427,1605613,2450835,2184430,2677728,1987934,3914857,2320624,3499415,3469315,2173896,1807811,3130241,2741893,1552035,2943999,1922241,2614875,2462462,1836229
2021-11-01T22:20,2580603,2796016,2703204,2823443,2439941,1938772,2167967,3179872,2744630,3186202,1840361,2217084,2142158,3012887,2330516,4368161,3102794,2050396,2519885,1747012
2021-11-01T22:25,1873246,2045114,3840590,2854594,3477385,2452391,2622940,2494470,2510133,4041659,2214195,2679185,2458999,2389389,2932627,3457332,2924510,2123176,2019748,2676533
2021-11-01T22:30,1595154,2875293,3024095,2774585,2128943,2588844,2572838,2105059,3271554,2586992,2864105,2077267,2192739,2295760,3517756,2002825,4119183,2786235,1835743,2521401
2021-11-01T22:35,2635759,1602131,2559327,2581479,2248354,2164585,2415983,3004583,2567684,3572281,2290417,2912219,2242470,2100295,2521949,4463593,4840732,3002644,2326907,2997534
2021-11-01T22:40,2474994,3036899,2973959,2686862,3077707,2772066,3087559,3065004,3321850,1856042,2761372,2412742,2562222,3277363,3795240,4545033,3835321,2996624,2118194,2832528
2021-11-01T22:45,2513916,2859561,3087687,3666053,3215965,2441080,2767876,940354,2922223,3470727,3783811,2992455,1795202,2837437,2776617,3534374,3918782,2453540,2444673,2540651
2021-11-01T22:50,3097422,1875139,3971065,3400985,3603397,1559850,4847827,3748428,2355183,1737359,2733026,2969564,2753412,2836734,2962198,4085526,3597042,2720245,1897790,2891172
2021-11-01T22:55,2531791,2252137,2121100,2215869,2994776,2021229,3001523,3019447,2481582,2493956,3465758,2241399,1778288,2834450,2198539,3505865,2317462,3822501,2258108,1717009
2021-11-01T23:00,2456730,4058243,2829779,3859902,4886796,2475235,3516557,2768306,2353329,1868016,2106959,2619381,1476007,2776589,2807867,3516722,3183740,2933869,2061162,1495720
2021-11-01T23:05,3364274,2392114,2501077,2888430,3964957,2234722,3445701,2050456,4109798,2226265,2298527,4285945,2283961,3672755,2046552,2936363,4314850,3236856,2791910,3207687
2021-11-01T23:10,2582126,1912113,2607470,3152364,2951903,3309776,3430313,1838257,2564035,3499916,2523032,2159721,2452722,1815694,2994514,3290281,3600980,3450954,2137022,2087554
2021-11-01T23:15,2188801,2408263,1586729,3157146,3082355,2576044,3125382,1792805,2691778,3358653,2860130,2744325,2762769,3292313,2791499,3160272,3063547,4047438,1556528,3022675
2021-11-01T23:20,3007365,1980193,3412323,3279563,3586910,2135646,2989075,3051144,2873685,3672249,2681276,3012162,1327673,2224067,2316142,2587025,2822696,2141952,2571848,2267822
2021-11-01T23:25,2584214,1641975,2864788,3064214,3323935,1211955,3138819,2606292,2548144,3500885,990812,2789554,3358511,2536394,2279688,2866416,3317646,2881670,1155962,2703414
2021-11-01T23:30,1670549,1514431,3046335,2248614,3590548,2207346,3187017,2141403,3315196,2044612,2293529,2116823,2334796,1998632,3050400,2740411,2485047,2041942,1620682,2757240
2021-11-01T23:35,1973386,2181040,2296579,1619854,3290832,2241658,2923220,2335729,2529626,2860091,3069039,3587631,3624921,2801447,2254737,2938197,3425963,3399202,2572773,2736938
2021-11-01T23:40,2017092,2555371,3133098,1557883,3189028,1798394,4151342,2640744,2443115,2963725,3210774,2087329,2164835,3816611,2535973,2326419,2918105,3521373,3763284,3556960
2021-11-01T23:45,2685336,2002149,3613923,2387052,3290913,1594329,2931818,2578979,2531990,2371997,1559261,2789026,2849535,2504296,3517822,2156292,3119233,2484931,2418182,3855206
2021-11-01T23:50,3264573,1169934,2832240,2735496,2703442,3039525,2702919,2611623,2799385,2433619,2044025,1686445,3238831,4335225,4211596,4804714,4910647,2514637,2718357,3378581
2021-11-01T23:55,2395973,1277091,2411866,2470088,2929119,2825242,3892156,3723816,3232767,3412530,3438202,2006952,2007338,1872393,1853614,2884536,2097289,3759798,2936957,2243231
2021-11-02T00:00,2491074,2274252,2949665,2478264,4323913,2354359,2579955,2743168,2379038,2895291,3199444,3027225,3033524,3271840,2845149,3692439,3529786,2860938,2685368,1560454
2021-11-02T00:05,3977412,2047926,2730856,2907473,2515186,2190755,2157507,1573375,3187475,2380350,2895702,4436926,1565214,3094551,2744405,3642303,3571497,2083624,2710418,2654939
2021-11-02T00:10,2539686,1128493,2678279,3542570,3135373,2211453,4153310,1500681,1989184,2783214,2414822,2422019,2051324,2748487,2254190,2933024,2189475,2805034,2134308,3155087
2021-11-02T00:15,3247772,2400283,3137379,4144293,2819819,2050627,3099250,2435732,3369449,4312842,1534928,3324455,1072605,1751832,3225340,3237934,3509090,2825521,1643384,3544464
2021-11-02T00:20,1570307,1855569,3914308,2679952,2172798,1702817,3485846,2108286,3470647,4746845,1723539,1789430,2532467,2332261,2857234,3509648,2682102,3757095,2013595,2192094
2021-11-02T00:25,2417547,2565764,3235502,3248657,3228661,1777875,2083838,1953383,3142004,3954116,2560266,1975332,2687154,3208998,3164672,2552810,2946159,3439574,3010351,2800462
2021-11-02T00:30,3171785,2423832,3958237,3576529,2905843,2593416,1822359,3086995,3175638,2686643,2023130,3951957,1134786,2428832,3269350,4024039,3914863,2137124,1327891,2935188
2021-11-02T00:35,2413434,1757845,3105102,1929690,2943574,2458246,3041339,2168819,2220771,3181908,1659703,2435883,3271643,2457177,2462341,1382042,2944476,2981542,2188966,2476542
2021-11-02T00:40,3332365,2311582,1857378,2994571,2528562,2524434,2870445,2303372,1415759,3295376,2987655,1991316,1645962,2388570,3066834,4110334,3037595,2581138,2147044,2969091
2021-11-02T00:45,2961892,2123029,4002608,2428056,4267706,1918051,2947612,3303453,2288051,1928554,2842855,3874688,1805896,2116604,2823399,3836970,3148243,3466279,2969271,1810927
2021-11-02T00:50,2114445,3095911,2808522,2293671,3131586,1531812,2472731,2348037,2630322,3410059,2360503,2808263,3577008,1893736,2502349,4453283,3742367,2539085,1998094,2928348
2021-11-02T00:55,1442067,1599102,2572126,1059393,2463698,1885878,2707065,1883587,2418906,2677491,2400409,3249357,2699696,2370134,2046782,2455088,2350397,2653783,2317146,3306793
2021-11-02T01:00,2005937,2321220,2000811,2820413,4827820,2263336,2867390,2119892,3367947,2138627,2637206,1918102,1868067,3358530,2127601,3473860,4072321,3402414,2821941,2755042
2021-11-02T01:05,3035147,2160780,2809536,2476432,3120265,2104300,3333562,2776538,2530921,3141959,1852843,1611615,1406764,2339032,3484093,2979132,3823793,2744119,2006741,2671514
2021-11-02T01:10,2581158,2547738,2789657,3233126,2949169,2497120,2368144,2520125,3122282,1803919,1966542,1471177,2459949,2485247,3137779,3725997,2765125,2234732,2837956,2811614
2021-11-02T01:15,2341279,2299848,2506695,1701981,3264527,2234483,2780730,2164239,2709613,1969532,3184311,2782873,2090948,3066477,1822958,4527227,3082914,3809398,2348215,2187829
2021-11-02T01:20,2502619,2273778,2363225,3502975,2951799,2392474,3882268,1585857,2758984,4220610,2432344,1900950,2037158,4000386,3025916,2751983,4123536,3072993,1689023,2720978
2021-11-02T01:25,2615169,2140072,3346910,2150078,3103149,3288207,2205458,2231244,2542403,3745786,2453392,2807671,2765369,3308518,1763073,3838155,2982323,2346961,2787040,1505757
2021-11-02T01:30,1822643,2160638,2977895,2273483,3019671,1495093,1924936,1601007,2966536,2701685,1819120,1372866,2534054,2914917,3633913,3098078,3127540,3828309,1571963,2985925
2021-11-02T01:35,2289172,2194638,2682536,1829534,3477842,1441916,2972893,2640993,2543053,3549200,1824672,1607400,2523703,2050120,2389663,3281553,3502043,3891034,2230197,3345493
2021-11-02T01:40,2618675,2792352,3782855,2002034,2521804,2601740,3178782,2408423,2567503,2767798,3117941,2633610,2522651,4130218,2610785,3013684,2896658,3147162,1970672,2094164
2021-11-02T01:45,1411835,2514984,2674439,4396629,4213221,2313365,3529329,2740960,1378995,1932587,1828658,2209489,2040452,2529625,3011604,2789622,3030747,3156708,2901462,2161360
2021-11-02T01:50,2369182,1810793,3287263,2246254,3254653,1507937,2483692,3408922,2656210,2065416,2521257,2811332,2072831,2455084,3027019,1715620,4397132,3861924,2334997,3005826
2021-11-02T01:55,2463500,2420425,3697989,2028650,2351621,3141177,2776818,2382199,3631628,2361146,2579247,3179629,3587693,1635784,3124550,3500413,2634662,3739477,2390316,2351328
2021-11-02T02:00,1810738,2002235,2381678,2433179,1934243,2015322,2163110,2185289,2751613,2078807,2471218,2121535,2155003,3595501,2076238,2636655,2474597,3430868,2019166,2258671
2021-11-02T02:05,2440278,3521704,3675909,3428248,3164933,1793677,3441474,3433491,1983153,3838925,2602447,2242924,2760501,2563064,2466318,2494301,3595210,2680120,1721860,3328672
2021-11-02T02:10,2724382,2774097,2063447,2626140,2607458,1908297,2469428,3606098,2469178,3072667,1440008,3131742,2283620,1568180,2463565,2077626,5008552,4408865,2945420,3409740
2021-11-02T02:15,2619250,705171,2731855,2819568,3267032,2133168,2416461,2811615,1624671,2007996,1891737,1808637,2008528,3538076,2666880,3296534,2431064,3489505,2478817,2802495
2021-11-02T02:20,1537436,2425978,3194251,2259177,2511314,1193050,3909353,2660178,1640511,2941476,1644714,1946572,2178337,1983787,2636601,2989567,3893444,3329464,2556124,2145901
2021-11-02T02:25,2099595,2328012,2722443,3069362,2837999,1833473,3687531,2251517,1662610,3509902,3609280,3701414,2318631,2737854,1312957,2861501,4165768,2836061,1953572,2429806
2021-11-02T02:30,1832188,2495703,2842512,3753595,2779961,2052899,2955481,3160840,2640049,2800300,3325919,2861530,2272891,3061102,3044831,1878055,2078536,3272126,1390481,2204974
2021-11-02T02:35,1838641,3120431,2658127,2902354,3566916,2494751,3132211,2313108,3033888,2094619,3639087,2698866,1425817,2270342,3798832,2874892,3681164,3520416,2747951,2841964
2021-11-02T02:40,2593029,1600666,2845899,2431139,2395904,2512284,3869555,1541740,2516230,2528359,2033989,3309236,1846393,2145884,2054098,2377118,3760448,3794637,2205836,2358641
2021-11-02T02:45,3162987,2282506,3188074,3212810,3457251,2061104,2604802,2655138,1822732,2790251,2505365,2267688,1696019,3484657,3278362,3266273,2884897,3690933,1995023,2306328
2021-11-02T02:50,3167994,2258780,3363646,3538462,2847637,2332497,2526460,2633018,3049511,2855281,3242615,2532778,2810926,3061867,3540838,3433661,4597551,3223987,2150917,1410482
2021-11-02T02:55,2283974,1938340,2864396,2587010,4985626,1643460,3046519,1946404,2635188,3521158,2779118,3610862,1912334,3372765,2394361,2583250,3615220,2743454,2609097,3092260
2021-11-02T03:00,2839773,2511966,3377329,1461544,2469361,2691431,2681219,2342283,2619603,2743765,3562956,2796934,3164967,3664410,3168760,2980049,3353547,2927204,1956562,2764074
2021-11-02T03:05,2813289,2867313,2975861,2311294,2474009,1476847,3795051,2180612,2330408,2109066,3060895,2038070,2819816,3036063,1943506,2841695,3299347,2732643,1569747,2712294
2021-11-02T03:10,2959859,2753289,3533341,2555344,4391888,1673972,2104901,2272579,2531771,2394418,2842615,3090389,2610893,3975724,1761930,2498575,2977073,1755936,1676421,2534142
2021-11-02T03:15,1826484,1799552,3343479,2710951,3273652,1360191,3178331,2232784,1954945,3168564,2248537,2718359,3413419,3308107,2543832,3392790,3130993,2950244,1277813,2695056
2021-11-02T03:20,3323154,1974007,2925819,2944668,2464713,2068508,4194264,3144349,2545871,2716518,2122398,3023567,2025358,3008107,2456807,1957127,3158506,3638361,3963355,2486094
2021-11-02T03:25,3115207,2290201,3049786,3106269,2576179,2952792,3490903,2447478,2089338,3262367,2613996,3780455,3276331,3480711,2702744,2753397,3211495,2638612,3082361,3747913
2021-11-02T03:30,1793099,1936926,3081388,2655469,4070085,2448718,2487954,2379210,2778879,1811742,2200734,3010128,2339713,1666629,2393088,3431293,3820515,3179175,3439716,2815477
2021-11-02T03:35,2219719,1984353,2523393,4330110,3032834,2545703,2363808,1845212,1929051,3656048,3170354,1957305,1894871,1726916,2008939,1325057,2919089,3216316,3438802,3275030
2021-11-02T03:40,2009315,1191174,2081104,1757339,3875698,2088673,3604459,3244902,2469107,3782346,1409194,4966093,3216336,2909091,2293517,2636217,2227418,3843850,2804047,3239406
2021-11-02T03:45,3122335,2030173,3897821,1389530,3588101,1661161,3862167,3488426,3807396,2795037,2387670,3112503,2724415,2326702,1512065,2272879,4003401,2840319,1594510,2298748
2021-11-02T03:50,2817388,2124125,3761373,3901368,3680447,2763078,2039969,2399402,3221945,2285196,2213429,2640819,3454342,2498580,1854461,3135999,4353924,4046711,2159684,2795047
2021-11-02T03:55,3143545,2287792,3379564,1981271,2995540,2126009,2149316,1415707,2824685,4104807,2358438,2811091,2601619,3399759,2599561,3105556,2943173,2690721,2201315,4517445
2021-11-02T04:00,1988626,2797208,4486609,2987077,3574471,2624426,3100261,3607709,2381239,2933215,2056829,2891900,2790819,3320202,2652149,2807490,3265167,3578613,1993364,2332444
2021-11-02T04:05,2079572,2666061,2025481,2224894,3512670,1592750,2362619,1993313,2362165,2548571,1776542,3024515,2541754,2348515,2328084,2300777,2155983,4662845,1714663,1079418
2021-11-02T04:10,2532158,1664467,1880600,2848421,2678157,2285919,2790466,2265173,2115067,2982262,2379206,3164869,2599329,2840565,3375556,3919693,2914294,2088981,2988770,2297861
2021-11-02T04:15,2545706,1919242,2896134,3304439,3384301,1682682,3675363,2349405,1498869,3778060,1846720,2723169,1826195,3385436,2720644,3218156,3252081,2253364,1120794,3759263
2021-11-02T04:20,2811533,3981810,1676478,3198727,3396239,1785678,2981715,2599351,2354425,2579272,3191838,1686943,2305105,2468988,1683761,3421579,3866020,2615797,2404488,2554215
2021-11-02T04:25,1763429,2597981,2537784,1053294,3015063,2945243,3791048,2461848,3411668,3374750,2847169,3001441,2496327,2849191,3682455,3512974,2572275,3017743,2065336,3740576
2021-11-02T04:30,2567850,3297264,2778096,2944510,1801602,2807912,2679294,2002910,2273933,2411762,1815455,2451359,1915155,3691729,2010153,2601924,4087301,2128574,2006712,3380626
2021-11-02T04:35,2192843,1997331,2723232,2527296,2749839,1937478,2910500,2792619,3868590,3883791,1881449,3559102,2402332,2041886,3517501,3407832,3527114,3522318,1091144,2881666
2021-11-02T04:40,2200533,1915370,3302758,3168329,2377505,2526383,3074082,3759684,2898149,2541369,2047930,2402317,2508454,3001479,1890613,2878498,2796656,3103923,2294166,1844023
2021-11-02T04:45,2002272,2219154,1899884,3295141,4296555,2113095,2518948,2713445,2642892,3834452,2874651,2760410,1903708,2418834,3063612,2970637,4462583,2975844,1665340,3906581
2021-11-02T04:50,2032863,2419450,2765140,3550839,2146611,2314828,3554831,2270875,1650958,3467577,2177033,2122820,2229579,3238760,3267713,3082667,3367655,2602301,2861884,3497611
2021-11-02T04:55,3306264,2150672,1907156,3596902,3219248,3130678,3070318,3430962,2339781,2983728,1987500,2716969,1793949,2143941,2395211,2737699,3885776,1833394,2128120,3429776
2021-11-02T05:00,3183404,1535870,2366725,2133963,1969957,745993,2701790,2745887,2112076,3170131,2160213,3454337,3364165,2483962,2952419,2964028,3487447,2983413,3154560,3146041
2021-11-02T05:05,2394201,2547591,2417649,4443640,3369222,2238681,2977478,2538822,2754171,3192220,3007977,4210543,2609314,3023674,3045734,2947537,3025447,2743247,3292559,2569167
2021-11-02T05:10,2792133,2059112,3067966,2774344,4750951,1981235,3619908,2766288,2376567,2132980,2739582,2738107,2818000,2105345,1102892,1585694,3565245,1908509,2527712,2270541
2021-11-02T05:15,3029761,3113930,2319830,2115312,3562586,2003331,2915697,3086271,2859452,2782002,2770044,1916349,3388723,2773375,2428383,2010938,3437999,1982797,1827090,1684845
2021-11-02T05:20,2590847,2195485,1139991,2285813,2975920,1729226,3578853,2291693,3886036,3734914,1757430,2956626,1910100,2981299,2628621,3073197,2868806,1951773,2051670,3731968
2021-11-02T05:25,2417606,1957117,1878488,3974210,2173281,1432610,1751164,3710943,2562348,4289544,2502732,2270901,2016659,2055064,2975606,2952893,3311778,3015698,1910291,2182703
2021-11-02T05:30,1459188,1564565,2832631,2372937,2787176,2561810,2654673,2062372,3365566,2407524,3371180,2711681,2502163,3334745,3603186,2085517,3358371,2461334,1382321,2452448
2021-11-02T05:35,2088093,2404718,2910288,2972463,3327179,2162282,2561062,1192866,2538957,3535527,3281248,2655145,1775890,1801006,2178944,2493440,3642790,2536906,2603195,3168537
2021-11-02T05:40,2021645,1966487,1894767,1062935,3723661,1741442,2432484,3414546,2816901,1679540,4345485,4125324,1918668,3154655,2656633,3650706,3491922,3129470,2268117,3007825
2021-11-02T05:45,3309264,3368410,2332254,2428417,3346083,1181333,3743246,1535662,1804592,3077320,1333182,4042019,2114195,3401395,2118921,3301366,3185518,3350910,2459880,2671122
2021-11-02T05:50,2684298,1888740,2294341,3097284,3083783,723627,3383404,2342381,3686644,3121361,2123871,2199300,3102231,2766352,2848816,1550989,3890007,2000438,2320388,1576170
2021-11-02T05:55,1968332,2063688,3148628,3604223,2925154,1450804,4792273,3023991,1492967,3945764,1837843,3097053,2801969,2076159,2453344,3356437,4181386,1568065,2485133,1904490
2021-11-02T06:00,4003179,2666009,2173213,1397163,3488848,2369220,3526826,2811662,2152253,3535150,2210845,2030558,2185057,3638826,2264348,2550883,3402182,2549473,1991187,2325858
2021-11-02T06:05,2484979,2270357,3091394,3182667,2003067,2124777,4346995,3123142,2719176,2291249,3369166,2644676,2679807,3126498,1852997,2560155,4245074,2456472,3011478,2906019
2021-11-02T06:10,1872503,1918433,3401664,2389237,3072624,2031353,2371455,2499501,2928865,3234909,2252124,3497795,1933695,3430101,3350052,2473147,2244370,2935670,1666708,2716801
2021-11-02T06:15,2180704,2525861,2644723,2453085,3206248,1833264,1751297,2460984,2241514,2919736,2165042,2976451,2861586,2209150,2634095,3232098,3413074,1847094,2358118,2121369
2021-11-02T06:20,2003950,2925763,2413494,2390963,1723347,1725817,3569778,2267260,1917960,2505411,2759864,2310369,3866844,2572114,2185157,2979843,3405752,2093597,2059019,3503537
2021-11-02T06:25,2206570,1475127,4211518,2304547,3914219,2128490,3024537,1780073,2739348,3537289,2156174,2453377,3956112,4269023,3268927,3045266,3016174,1593923,2507661,1990030
2021-11-02T06:30,3731469,2688065,2854371,2787108,2923623,1802653,2140355,2964804,1881334,2128077,1903601,3781490,2014676,2790153,2334584,2833814,3265497,2018854,2244163,3818343
2021-11-02T06:35,2523382,2391410,2941148,2918018,2407874,1952284,3534157,2363998,2298417,2176666,3380583,1927923,1605971,3667128,1920511,2597576,1907618,3709372,2537772,2684802
2021-11-02T06:40,2890351,2513528,2418268,2809161,3568769,3210993,3526347,1952263,2638861,2278094,1769857,2991158,2974447,2796836,2467638,3726758,2446098,3549172,1937534,3359657
2021-11-02T06:45,2607943,1742810,2762753,3322160,4448872,579419,2806977,1962657,4181115,3401629,2647344,3735842,3124552,1901971,3149261,2154290,2880559,1902828,2545443,2613737
2021-11-02T06:50,2678376,1794506,2213946,2402646,2804796,1626504,2823721,3435877,2624246,3370353,2514825,2988440,1476692,3359601,3116381,3824568,3581372,2634683,1325493,2252755
2021-11-02T06:55,2593486,3370888,2539161,2937007,2686618,2136504,2694379,2149676,2990817,3991513,1495515,2636550,2687777,4050040,2905211,2814554,3731614,3308877,2360736,2394577
2021-11-02T07:00,1477268,2202398,3141309,3224792,2514443,2434400,2509940,2509674,3366863,3827748,2562323,2491150,1322166,2714602,1630869,2705961,3415900,2917957,1605051,2552282
2021-11-02T07:05,2437424,1000880,2703270,2296376,4152083,2351681,2569600,2505957,2901146,3341940,2319551,2191862,2196944,2160124,2824009,3449968,3734233,3359370,2268608,2830520
2021-11-02T07:10,2072388,1424134,3076707,1522159,2559886,2550415,3931206,1764635,2250180,3295581,2338922,3401123,2758616,2541323,1292767,3122490,3808041,3431181,3515141,1883323
2021-11-02T07:15,2266991,2162528,2664114,1840693,3154386,1828768,2348188,4128852,3026804,3309680,2198674,2674134,2071701,2532513,2787767,3219230,4847002,2603440,2704257,2980045
2021-11-02T07:20,2047771,2749834,3127271,2666306,1848156,1362525,2868248,3126390,3278964,2563000,1838113,3291459,2591686,1861350,2738613,3278378,4099125,2130067,703126,2634618
2021-11-02T07:25,2085773,1710316,4078204,2596259,3698582,1870280,3046287,3139510,2528112,2889768,2575094,3398967,1739623,3659164,3179031,2546301,3099761,3971717,2900292,2042357
2021-11-02T07:30,2355083,2305189,2501142,3265552,3990959,1229247,3202905,1987506,2823229,1794455,2767171,2321155,1783664,3157698,2268833,2776824,3543533,2233595,2374948,2309513
2021-11-02T07:35,2958577,1895381,2586280,1925685,2373245,1435928,2958150,2762088,3570911,3020092,2270410,2858204,2127075,2637077,3254576,3238592,3048605,2192938,3035915,2947756
2021-11-02T07:40,2859071,1985528,3585763,2102147,1375708,2200584,2743982,1674625,2467078,3008629,2893273,2467817,2532630,2628195,2274402,3252892,3253410,4417772,1846975,3020019
2021-11-02T07:45,2092533,2512828,3672476,2634500,2859047,2380866,2857172,1981738,3384559,2312104,1456474,2531235,2199679,3702141,2543631,3008255,3595337,3599010,2668160,2053674
2021-11-02T07:50,2555464,2861318,2806097,2454512,2392866,2496683,2793146,3009821,2581584,2282313,2509086,2714620,2797123,2555725,1563088,3487887,4458751,2719969,1034071,2450214
2021-11-02T07:55,2423774,2052888,3207416,2467930,2307477,2487346,2616921,3059320,3688263,3560319,2304182,3614018,1971713,2034354,2406680,3234475,3261001,3827800,2213973,2014650
2021-11-02T08:00,1606545,2054167,2717264,2573972,2984340,3109753,3726475,2016198,4097611,2133834,2532470,1677578,2391104,3150376,1198183,2870709,4021165,1996719,2989544,1941892
2021-11-02T08:05,1908706,2521595,3355974,1589311,2368713,2938228,2376549,3008294,1863824,2643589,2260157,1995840,984474,2756790,2455657,3332583,3828269,3554496,1789239,2957621
2021-11-02T08:10,2792680,2789702,3261941,2871589,2498722,2250671,2083005,1586203,2097115,2406137,2927471,1684645,3488477,3003861,2063084,2535742,3939168,4754652,3082641,1508112
2021-11-02T08:15,1464650,2656199,3776430,2429874,3188455,2470735,1842921,598049,2082658,4028982,2595173,1939066,2508426,2539042,2436879,4568111,3713322,2092319,2216289,3453088
2021-11-02T08:20,2555353,2667307,3427383,2710862,3834372,1975969,3412180,2444668,3102471,3168927,2191908,2510314,2078791,4168112,2728049,3198115,3904203,3862813,2704132,3514615
2021-11-02T08:25,2464524,1760447,3045925,2341530,3132035,1844891,1820458,2529590,2218911,2553523,1330002,3575725,1591383,3078288,2386897,3342425,1866972,3357354,1515839,3349235
2021-11-02T08:30,1400570,2034184,3517980,3420353,2764357,2611484,2257128,2226531,2466380,2812833,2403597,3525561,1811846,2822974,1858084,2853265,3565344,3664798,2682545,1944012
2021-11-02T08:35,2779026,2086996,3881379,2234092,3388937,1555893,3217223,3029427,2723909,2571648,2856457,2401924,2747334,2850080,2510356,3154889,5125366,3105268,2093151,2596323
2021-11-02T08:40,2588832,2936099,3699852,3260470,2415866,1924780,3416047,1946147,2854851,2802946,1552038,2303376,2000526,2960069,2426619,2462876,4341125,2766638,2478483,2924499
2021-11-02T08:45,2532500,2872429,2883454,3036216,3891638,2177660,2289698,2739611,2717542,2510418,2653755,4840158,1920851,3729821,2319453,2733872,2410787,2478469,2606576,2935207
2021-11-02T08:50,2658273,2066686,1340357,1969208,2687120,2037965,2808376,2555080,2705563,2842319,2494546,3138902,1729409,3462174,2164241,4240236,2966516,2334421,1372665,2707054
2021-11-02T08:55,1956226,1920909,3110777,3149780,2511142,2296569,3072697,3417740,2855087,3526519,2782065,2772522,2442238,1954432,2484342,2588715,2361478,3623202,2457835,2415077
2021-11-02T09:00,1803604,2079162,2817455,2437571,2409150,1514056,3353783,3361402,3703516,2492501,2474181,2696330,2607354,3131031,2880660,3214253,2930544,2520701,2067970,1395538
2021-11-02T09:05,2017793,2060426,2667150,3188387,2956509,2235451,2634427,1132652,3620787,2712665,1612289,2783854,3783989,2680024,3675355,2585375,3155838,3633506,1337890,3138231
2021-11-02T09:10,3045327,2255794,2038361,2269375,3858062,2324746,2567180,1726391,2772450,3229364,2362850,3584564,2033167,2141868,2192549,3501781,3380987,2170117,2277254,2145213
2021-11-02T09:15,2021013,2450842,3789251,2363414,3419446,2639907,3728387,2302623,2589908,3025842,2436682,2372251,2875890,2695827,2705191,2000602,2659868,2718186,1895365,3018929
2021-11-02T09:20,2713096,2594689,2710366,3108272,2738371,2371649,3444512,1814883,2946630,3890408,2426707,561306,2336320,2117954,1842453,3730297,4518046,2841534,2075477,2497212
2021-11-02T09:25,3472490,1915568,2308436,2626587,3322258,2669301,3927140,2011241,2784372,2422339,2674841,2553318,1621034,3111578,2188398,3669851,2755685,1812209,2900300,1997349
2021-11-02T09:30,2688736,2220885,3991287,2948161,4104687,3161636,2924835,2405865,3361677,4348161,2422668,3166253,3242710,2641776,3568506,2851089,3565093,2599897,2318090,3223535
2021-11-02T09:35,1479444,637632,2696310,3754697,3836713,1285602,2496840,2020402,3205936,2249105,2855425,2902067,1809274,2496223,3027126,3484525,2438366,2262308,1811361,2245190
2021-11-02T09:40,2831432,2481657,2178565,2930119,3324140,2148830,2353805,2029907,2719201,2657264,2438920,2250893,2920553,2581612,1669006,2727472,3555864,1703470,2751759,2587464
2021-11-02T09:45,3198374,2203487,2463830,3344882,3661796,2308130,2882729,1723068,2910651,3401282,2273964,1568305,2792032,3109172,2683507,2115762,3295475,4355733,3389182,2561494
2021-11-02T09:50,2511392,1564579,2355422,2196360,2114815,1810251,2352994,3963053,2594712,3035509,2568155,2395672,2020281,3722334,2064162,2891246,3666875,2176731,2925397,3048634
2021-11-02T09:55,2836136,2411436,2792447,3530975,3062192,2193363,2104372,2124999,2047384,3201255,1405676,3052640,2524729,2009191,2289454,2523584,3074433,3663081,1816320,2026038
2021-11-02T10:00,2476517,2267302,2474706,3080915,3807270,1628871,2800019,4431217,2958432,2811726,3295152,2482245,2528786,1617900,2960785,2328348,2623261,3139267,1920858,2748126
2021-11-02T10:05,1680701,1908514,2849035,3275909,2161722,2463194,2371496,2997181,3674974,2659119,2661578,2316278,2486384,3193082,3249886,3345459,3843570,3382958,1962472,2720526
2021-11-02T10:10,3399317,2309732,3635601,3560142,2144311,2188199,4032387,2170482,2947759,3979809,2181478,2579742,1458193,3236424,2166654,4564515,4117821,2816182,2726042,3274990
2021-11-02T10:15,2871500,1744764,2271550,2250523,3126805,1980619,2849184,1751096,2645508,3414588,2929821,2531421,2568550,2360063,2577560,2364705,3756044,3756341,2455812,2807546
2021-11-02T10:20,2643876,2560936,2977049,3273521,3566354,1987234,4015981,1992392,3635977,3742511,2649428,3308201,2809499,1571268,2082080,2584351,2742163,3318371,2013104,1969104
